"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-03-05,4,2016-04-02,"1%",1.9034297844873,0.01,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"2.5%",2.01777209393048,0.025,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"5%",2.13768602548036,0.05,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"10%",2.29616730128234,0.1,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"15%",2.44647439569034,0.15,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"20%",2.49772769748573,0.2,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"25%",2.59060191118758,0.25,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"30%",2.7092019688971,0.3,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"35%",2.97901098451267,0.35,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"40%",3.07809801427451,0.4,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"45%",3.20352357705433,0.45,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"50%",3.34147411090323,0.5,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"55%",3.42853812434048,0.55,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"60%",3.57461547369844,0.6,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"65%",3.63323237891148,0.65,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"70%",3.81954039219233,0.7,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"75%",3.98037796755016,0.75,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"80%",4.23955976066703,0.8,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"85%",4.55370138931751,0.85,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"90%",4.94221421715211,0.9,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"95%",5.39786074710746,0.95,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"97.5%",5.88699647971621,0.975,"ili perc","quantile"
"US National",2016-03-05,4,2016-04-02,"99%",6.13180456859144,0.99,"ili perc","quantile"
