"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-03-19,4,2016-04-16,"1%",1.24328208590435,0.01,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"2.5%",1.27418571644388,0.025,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"5%",1.34957116280639,0.05,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"10%",1.41741788835271,0.1,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"15%",1.45159856975971,0.15,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"20%",1.48283328564602,0.2,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"25%",1.51113923655972,0.25,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"30%",1.58688279603924,0.3,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"35%",1.61952754749416,0.35,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"40%",1.65220809364743,0.4,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"45%",1.67152781624576,0.45,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"50%",1.68667969145563,0.5,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"55%",1.71002394863471,0.55,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"60%",1.7279066596386,0.6,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"65%",1.75293682664294,0.65,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"70%",1.7820690958795,0.7,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"75%",1.81317428223774,0.75,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"80%",1.85080279273287,0.8,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"85%",1.91400843929462,0.85,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"90%",2.03357200775236,0.9,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"95%",2.15538986674716,0.95,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"97.5%",2.19323119577584,0.975,"ili perc","quantile"
"US National",2016-03-19,4,2016-04-16,"99%",2.23599083128622,0.99,"ili perc","quantile"
