"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-02-13,4,2016-03-12,"1%",2.18207740919743,0.01,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"2.5%",2.32326885225063,0.025,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"5%",2.3578930363729,0.05,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"10%",2.4607310747585,0.1,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"15%",2.53312378461259,0.15,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"20%",2.6211323070156,0.2,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"25%",2.66303733726921,0.25,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"30%",2.7102103577842,0.3,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"35%",2.7933030205462,0.35,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"40%",2.82244494834162,0.4,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"45%",2.87589872783084,0.45,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"50%",2.94386004464485,0.5,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"55%",2.99690933513072,0.55,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"60%",3.0243535398542,0.6,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"65%",3.04557113098487,0.65,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"70%",3.09263896707996,0.7,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"75%",3.16618487800215,0.75,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"80%",3.23669588223766,0.8,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"85%",3.43990242634897,0.85,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"90%",3.48039999428109,0.9,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"95%",3.6983299026839,0.95,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"97.5%",3.85238528864141,0.975,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"99%",4.06812587377385,0.99,"ili perc","quantile"
