"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-09,4,2016-02-06,"1%",1.85547548950077,0.01,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"2.5%",1.89168535828151,0.025,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"5%",1.99492100595762,0.05,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"10%",2.19366701433314,0.1,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"15%",2.27430728879453,0.15,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"20%",2.43524761755538,0.2,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"25%",2.49002061805045,0.25,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"30%",2.54131678830243,0.3,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"35%",2.66015898165184,0.35,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"40%",2.76613432115378,0.4,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"45%",2.83006786319942,0.45,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"50%",2.84929145867486,0.5,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"55%",2.92942765929588,0.55,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"60%",3.01959770305733,0.6,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"65%",3.20292530578939,0.65,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"70%",3.33823699537575,0.7,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"75%",3.45414076754077,0.75,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"80%",3.55189469932154,0.8,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"85%",3.60580322770447,0.85,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"90%",3.75132337243934,0.9,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"95%",4.19051557134954,0.95,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"97.5%",4.23577962096672,0.975,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"99%",4.4414581245984,0.99,"ili perc","quantile"
