"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-10-24,4,2015-11-21,"1%",1.43654538499607,0.01,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"2.5%",1.47077209455354,0.025,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"5%",1.50411528351596,0.05,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"10%",1.58121501572005,0.1,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"15%",1.59935776022102,0.15,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"20%",1.61246441227466,0.2,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"25%",1.67841790459118,0.25,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"30%",1.69148168835993,0.3,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"35%",1.71601952203258,0.35,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"40%",1.73671530319935,0.4,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"45%",1.74498720423017,0.45,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"50%",1.77353176115722,0.5,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"55%",1.79270937368686,0.55,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"60%",1.80515869082542,0.6,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"65%",1.83156283795446,0.65,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"70%",1.84341221559288,0.7,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"75%",1.85374745707397,0.75,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"80%",1.89237553541562,0.8,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"85%",1.91576657195554,0.85,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"90%",1.96328735382488,0.9,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"95%",2.03906820758621,0.95,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"97.5%",2.19960742947261,0.975,"ili perc","quantile"
"US National",2015-10-24,4,2015-11-21,"99%",2.24678962260611,0.99,"ili perc","quantile"
