"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-12-26,4,2016-01-23,"1%",1.65402591462074,0.01,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"2.5%",1.86814890143353,0.025,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"5%",1.98602370744875,0.05,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"10%",2.32990836981354,0.1,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"15%",2.39395631437244,0.15,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"20%",2.50526239111822,0.2,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"25%",2.59022011707125,0.25,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"30%",2.63958842946994,0.3,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"35%",2.70342138051446,0.35,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"40%",2.74181271945662,0.4,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"45%",2.79900239911527,0.45,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"50%",2.92449598814534,0.5,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"55%",3.06049077058803,0.55,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"60%",3.13997279200017,0.6,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"65%",3.18750310971584,0.65,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"70%",3.2405916346869,0.7,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"75%",3.41496777679944,0.75,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"80%",3.54087264499348,0.8,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"85%",3.76129706481985,0.85,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"90%",4.34692392381529,0.9,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"95%",4.78662569125773,0.95,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"97.5%",5.08651225217582,0.975,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"99%",5.30223260414199,0.99,"ili perc","quantile"
