"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-11-21,4,2015-12-19,"1%",1.6853801583937,0.01,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"2.5%",1.72780452705532,0.025,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"5%",1.82412486975734,0.05,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"10%",1.88940521040821,0.1,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"15%",1.95199887740709,0.15,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"20%",2.00042579070937,0.2,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"25%",2.06154377190422,0.25,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"30%",2.08321334284383,0.3,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"35%",2.0959768689508,0.35,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"40%",2.10849866532782,0.4,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"45%",2.12748548784922,0.45,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"50%",2.14286164863982,0.5,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"55%",2.16303848047852,0.55,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"60%",2.17789891873104,0.6,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"65%",2.23051004502719,0.65,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"70%",2.24731266614981,0.7,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"75%",2.27573261656603,0.75,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"80%",2.30590933669496,0.8,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"85%",2.33570653326663,0.85,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"90%",2.37990780161073,0.9,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"95%",2.5022087432038,0.95,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"97.5%",2.52696531776826,0.975,"ili perc","quantile"
"US National",2015-11-21,4,2015-12-19,"99%",2.59740960357785,0.99,"ili perc","quantile"
