"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-23,4,2016-02-20,"1%",1.68275696096778,0.01,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"2.5%",1.761103899488,0.025,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"5%",1.8049081538836,0.05,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"10%",1.8992301811012,0.1,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"15%",2.05324892780389,0.15,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"20%",2.18894410205601,0.2,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"25%",2.25555337526496,0.25,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"30%",2.32592685410413,0.3,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"35%",2.383394605692,0.35,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"40%",2.41661253493665,0.4,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"45%",2.4976801226976,0.45,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"50%",2.53428396396614,0.5,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"55%",2.56675956373877,0.55,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"60%",2.63156238537862,0.6,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"65%",2.70957732198465,0.65,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"70%",2.77642236712774,0.7,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"75%",2.82466363567995,0.75,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"80%",2.89592492330087,0.8,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"85%",3.08557086586757,0.85,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"90%",3.18327545873534,0.9,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"95%",3.43635819862184,0.95,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"97.5%",3.59945556721586,0.975,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"99%",3.65761337643367,0.99,"ili perc","quantile"
