"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-02,4,2016-01-30,"1%",2.4570013321747,0.01,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"2.5%",2.4924773355336,0.025,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"5%",2.61121327440268,0.05,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"10%",3.02706606779797,0.1,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"15%",3.1640659687346,0.15,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"20%",3.28995353011475,0.2,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"25%",3.50259943774659,0.25,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"30%",3.56161363077213,0.3,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"35%",3.69070610125322,0.35,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"40%",3.80327305051857,0.4,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"45%",3.86956360124704,0.45,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"50%",3.92767637883424,0.5,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"55%",3.95668761707824,0.55,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"60%",4.00167844890008,0.6,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"65%",4.06963514842057,0.65,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"70%",4.1151597089147,0.7,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"75%",4.20314882012017,0.75,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"80%",4.27089691177432,0.8,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"85%",4.3607680782215,0.85,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"90%",4.42809618127749,0.9,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"95%",4.63011615595828,0.95,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"97.5%",4.73973704519705,0.975,"ili perc","quantile"
"US National",2016-01-02,4,2016-01-30,"99%",5.27142040399616,0.99,"ili perc","quantile"
