"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-09,4,2016-05-07,"1%",0.958368798582123,0.01,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"2.5%",0.983296697766772,0.025,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"5%",1.04177882095613,0.05,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"10%",1.05989352511577,0.1,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"15%",1.08398421212461,0.15,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"20%",1.10305988000342,0.2,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"25%",1.12036552094133,0.25,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"30%",1.14304575315742,0.3,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"35%",1.15227655939186,0.35,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"40%",1.16276597876867,0.4,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"45%",1.17713144826417,0.45,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"50%",1.18915387406543,0.5,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"55%",1.21382056582831,0.55,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"60%",1.23770627467027,0.6,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"65%",1.25159714702021,0.65,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"70%",1.27251800856054,0.7,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"75%",1.28419818203045,0.75,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"80%",1.3045102913578,0.8,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"85%",1.32040958482909,0.85,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"90%",1.37511516695825,0.9,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"95%",1.42235152987929,0.95,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"97.5%",1.50711549606717,0.975,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"99%",1.54058750420577,0.99,"ili perc","quantile"
