"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-02-06,4,2016-03-05,"1%",1.41780384434005,0.01,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"2.5%",1.50077870710018,0.025,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"5%",1.538260391933,0.05,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"10%",1.75919677727119,0.1,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"15%",1.90166512957766,0.15,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"20%",2.00365746846612,0.2,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"25%",2.06362769461915,0.25,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"30%",2.10972868039672,0.3,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"35%",2.1441989619776,0.35,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"40%",2.19195650247138,0.4,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"45%",2.21874615780043,0.45,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"50%",2.29699598581299,0.5,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"55%",2.43076576913758,0.55,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"60%",2.57425257046381,0.6,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"65%",2.65953063423337,0.65,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"70%",2.75344860112694,0.7,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"75%",2.7913239265159,0.75,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"80%",2.86735139740211,0.8,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"85%",2.99130947098485,0.85,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"90%",3.0452519699437,0.9,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"95%",3.32073604714042,0.95,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"97.5%",3.91071555573529,0.975,"ili perc","quantile"
"US National",2016-02-06,4,2016-03-05,"99%",3.92283931676989,0.99,"ili perc","quantile"
