"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-16,4,2016-02-13,"1%",1.77701614221508,0.01,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"2.5%",1.9361060893504,0.025,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"5%",2.24135530175294,0.05,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"10%",2.48506557125338,0.1,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"15%",2.61224477148046,0.15,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"20%",2.7348397178536,0.2,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"25%",2.77735427887775,0.25,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"30%",2.80799773683383,0.3,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"35%",2.89867373020353,0.35,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"40%",2.94275900759032,0.4,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"45%",2.98997610720646,0.45,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"50%",3.03924550234194,0.5,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"55%",3.09740786480293,0.55,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"60%",3.1388197993719,0.6,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"65%",3.18657862093511,0.65,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"70%",3.29672231299846,0.7,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"75%",3.41004792053611,0.75,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"80%",3.54765314708622,0.8,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"85%",3.61143365929649,0.85,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"90%",3.71527536347249,0.9,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"95%",3.85834752069986,0.95,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"97.5%",4.0120286841082,0.975,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"99%",4.0295875329423,0.99,"ili perc","quantile"
