"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-10-31,4,2015-11-28,"1%",1.54249788456174,0.01,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"2.5%",1.55152904532862,0.025,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"5%",1.64438999943776,0.05,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"10%",1.69822375496091,0.1,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"15%",1.73141954488674,0.15,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"20%",1.76340119735933,0.2,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"25%",1.78828193432044,0.25,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"30%",1.80663397298529,0.3,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"35%",1.8350502998147,0.35,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"40%",1.88642094960119,0.4,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"45%",1.89699486049714,0.45,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"50%",1.90740380705143,0.5,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"55%",1.92109304864729,0.55,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"60%",1.93468178166194,0.6,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"65%",1.9645504264163,0.65,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"70%",2.0121353739487,0.7,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"75%",2.0248354891874,0.75,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"80%",2.07207359459969,0.8,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"85%",2.11427357593551,0.85,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"90%",2.16623506137259,0.9,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"95%",2.2799740486543,0.95,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"97.5%",2.32913527248409,0.975,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,"99%",2.361845666428,0.99,"ili perc","quantile"
