"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-16,4,2016-05-14,"1%",1.10000008969045,0.01,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"2.5%",1.12856640950542,0.025,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"5%",1.15927771116153,0.05,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"10%",1.19887210212917,0.1,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"15%",1.22418082914248,0.15,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"20%",1.25547976752332,0.2,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"25%",1.27834687984313,0.25,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"30%",1.30939966693528,0.3,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"35%",1.33691748572138,0.35,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"40%",1.34808631601232,0.4,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"45%",1.36186459313887,0.45,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"50%",1.38539412184751,0.5,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"55%",1.40218695556532,0.55,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"60%",1.42458113333697,0.6,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"65%",1.44005363074255,0.65,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"70%",1.46195855943154,0.7,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"75%",1.48266780911215,0.75,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"80%",1.52221575760916,0.8,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"85%",1.55351369172136,0.85,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"90%",1.5712698194197,0.9,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"95%",1.62014811878792,0.95,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"97.5%",1.69370446149423,0.975,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"99%",1.74269991032007,0.99,"ili perc","quantile"
