"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-23,4,2016-05-21,"1%",1.16775903530142,0.01,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"2.5%",1.25235909347224,0.025,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"5%",1.30637088922442,0.05,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"10%",1.34346721425456,0.1,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"15%",1.39323279306584,0.15,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"20%",1.41424238970016,0.2,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"25%",1.46130296710104,0.25,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"30%",1.48225467266675,0.3,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"35%",1.49325891674741,0.35,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"40%",1.50275632611627,0.4,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"45%",1.52027072335536,0.45,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"50%",1.53158511222333,0.5,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"55%",1.55402993736327,0.55,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"60%",1.57101415494798,0.6,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"65%",1.58625030074225,0.65,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"70%",1.60137335899157,0.7,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"75%",1.64665787782493,0.75,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"80%",1.6922943058458,0.8,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"85%",1.715551316716,0.85,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"90%",1.78383937717875,0.9,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"95%",1.82703226912523,0.95,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"97.5%",1.90978903348439,0.975,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"99%",1.9975890824553,0.99,"ili perc","quantile"
