"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-02-20,4,2016-03-19,"1%",1.99334197256753,0.01,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"2.5%",2.06297473455531,0.025,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"5%",2.21126685603221,0.05,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"10%",2.3701153735732,0.1,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"15%",2.44807706468143,0.15,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"20%",2.4889171881938,0.2,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"25%",2.52668753932608,0.25,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"30%",2.56616643702707,0.3,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"35%",2.60751980446692,0.35,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"40%",2.65847929127684,0.4,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"45%",2.72197239399369,0.45,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"50%",2.76525357240969,0.5,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"55%",2.83736365734973,0.55,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"60%",2.90243385094542,0.6,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"65%",2.94573323656354,0.65,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"70%",2.99395480442678,0.7,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"75%",3.07957549365153,0.75,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"80%",3.14489256124675,0.8,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"85%",3.186335836061,0.85,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"90%",3.36620403890697,0.9,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"95%",3.67807951049211,0.95,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"97.5%",3.74288770887212,0.975,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"99%",4.3058377228403,0.99,"ili perc","quantile"
