"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2019-04-06,1,2019-04-13,0.01,"ili perc","quantile",1.33347814177787
"HHS Region 1",2019-04-06,1,2019-04-13,0.025,"ili perc","quantile",1.40506421263167
"HHS Region 1",2019-04-06,1,2019-04-13,0.05,"ili perc","quantile",1.5103332070152
"HHS Region 1",2019-04-06,1,2019-04-13,0.1,"ili perc","quantile",1.67084130280647
"HHS Region 1",2019-04-06,1,2019-04-13,0.15,"ili perc","quantile",1.75555307847868
"HHS Region 1",2019-04-06,1,2019-04-13,0.2,"ili perc","quantile",1.84381468473451
"HHS Region 1",2019-04-06,1,2019-04-13,0.25,"ili perc","quantile",1.91140758931869
"HHS Region 1",2019-04-06,1,2019-04-13,0.3,"ili perc","quantile",1.95429747153413
"HHS Region 1",2019-04-06,1,2019-04-13,0.35,"ili perc","quantile",2.00659617838179
"HHS Region 1",2019-04-06,1,2019-04-13,0.4,"ili perc","quantile",2.04314115544016
"HHS Region 1",2019-04-06,1,2019-04-13,0.45,"ili perc","quantile",2.09105199305281
"HHS Region 1",2019-04-06,1,2019-04-13,0.5,"ili perc","quantile",2.14170722020531
"HHS Region 1",2019-04-06,1,2019-04-13,0.55,"ili perc","quantile",2.17763989155947
"HHS Region 1",2019-04-06,1,2019-04-13,0.6,"ili perc","quantile",2.20984421392006
"HHS Region 1",2019-04-06,1,2019-04-13,0.65,"ili perc","quantile",2.25321157662908
"HHS Region 1",2019-04-06,1,2019-04-13,0.7,"ili perc","quantile",2.30380862248479
"HHS Region 1",2019-04-06,1,2019-04-13,0.75,"ili perc","quantile",2.35353323667937
"HHS Region 1",2019-04-06,1,2019-04-13,0.8,"ili perc","quantile",2.43152454256028
"HHS Region 1",2019-04-06,1,2019-04-13,0.85,"ili perc","quantile",2.55361840249937
"HHS Region 1",2019-04-06,1,2019-04-13,0.9,"ili perc","quantile",2.67696836571465
"HHS Region 1",2019-04-06,1,2019-04-13,0.95,"ili perc","quantile",3.08980840489013
"HHS Region 1",2019-04-06,1,2019-04-13,0.975,"ili perc","quantile",3.49214355619122
"HHS Region 1",2019-04-06,1,2019-04-13,0.99,"ili perc","quantile",3.6544790081024
"HHS Region 1",2019-04-06,2,2019-04-20,0.01,"ili perc","quantile",1.00209283362265
"HHS Region 1",2019-04-06,2,2019-04-20,0.025,"ili perc","quantile",1.10103652034548
"HHS Region 1",2019-04-06,2,2019-04-20,0.05,"ili perc","quantile",1.28984914336206
"HHS Region 1",2019-04-06,2,2019-04-20,0.1,"ili perc","quantile",1.50237314348147
"HHS Region 1",2019-04-06,2,2019-04-20,0.15,"ili perc","quantile",1.63528978237909
"HHS Region 1",2019-04-06,2,2019-04-20,0.2,"ili perc","quantile",1.70782326068449
"HHS Region 1",2019-04-06,2,2019-04-20,0.25,"ili perc","quantile",1.80351229016137
"HHS Region 1",2019-04-06,2,2019-04-20,0.3,"ili perc","quantile",1.88012869313157
"HHS Region 1",2019-04-06,2,2019-04-20,0.35,"ili perc","quantile",1.93387804812768
"HHS Region 1",2019-04-06,2,2019-04-20,0.4,"ili perc","quantile",1.98220192225956
"HHS Region 1",2019-04-06,2,2019-04-20,0.45,"ili perc","quantile",2.02383996294922
"HHS Region 1",2019-04-06,2,2019-04-20,0.5,"ili perc","quantile",2.07233459882142
"HHS Region 1",2019-04-06,2,2019-04-20,0.55,"ili perc","quantile",2.11973461466962
"HHS Region 1",2019-04-06,2,2019-04-20,0.6,"ili perc","quantile",2.16869744510829
"HHS Region 1",2019-04-06,2,2019-04-20,0.65,"ili perc","quantile",2.25120832788838
"HHS Region 1",2019-04-06,2,2019-04-20,0.7,"ili perc","quantile",2.3570146927634
"HHS Region 1",2019-04-06,2,2019-04-20,0.75,"ili perc","quantile",2.43412426139073
"HHS Region 1",2019-04-06,2,2019-04-20,0.8,"ili perc","quantile",2.51108106331688
"HHS Region 1",2019-04-06,2,2019-04-20,0.85,"ili perc","quantile",2.64287945619351
"HHS Region 1",2019-04-06,2,2019-04-20,0.9,"ili perc","quantile",2.78231129562995
"HHS Region 1",2019-04-06,2,2019-04-20,0.95,"ili perc","quantile",3.01094473843874
"HHS Region 1",2019-04-06,2,2019-04-20,0.975,"ili perc","quantile",3.28761408120679
"HHS Region 1",2019-04-06,2,2019-04-20,0.99,"ili perc","quantile",3.64388629261549
"HHS Region 1",2019-04-06,3,2019-04-27,0.01,"ili perc","quantile",0.955434433296799
"HHS Region 1",2019-04-06,3,2019-04-27,0.025,"ili perc","quantile",1.01457913479089
"HHS Region 1",2019-04-06,3,2019-04-27,0.05,"ili perc","quantile",1.16498233304163
"HHS Region 1",2019-04-06,3,2019-04-27,0.1,"ili perc","quantile",1.33422817141706
"HHS Region 1",2019-04-06,3,2019-04-27,0.15,"ili perc","quantile",1.53689629265322
"HHS Region 1",2019-04-06,3,2019-04-27,0.2,"ili perc","quantile",1.64926938567815
