"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2019-03-23,1,2019-03-30,0.01,"ili perc","quantile",1.31166849607984
"HHS Region 1",2019-03-23,1,2019-03-30,0.025,"ili perc","quantile",1.64745539448261
"HHS Region 1",2019-03-23,1,2019-03-30,0.05,"ili perc","quantile",1.81071012613433
"HHS Region 1",2019-03-23,1,2019-03-30,0.1,"ili perc","quantile",2.0321775087189
"HHS Region 1",2019-03-23,1,2019-03-30,0.15,"ili perc","quantile",2.07702972365674
"HHS Region 1",2019-03-23,1,2019-03-30,0.2,"ili perc","quantile",2.13793288886487
"HHS Region 1",2019-03-23,1,2019-03-30,0.25,"ili perc","quantile",2.1843376699552
"HHS Region 1",2019-03-23,1,2019-03-30,0.3,"ili perc","quantile",2.24001997758838
"HHS Region 1",2019-03-23,1,2019-03-30,0.35,"ili perc","quantile",2.28540087764895
"HHS Region 1",2019-03-23,1,2019-03-30,0.4,"ili perc","quantile",2.35784243151135
"HHS Region 1",2019-03-23,1,2019-03-30,0.45,"ili perc","quantile",2.39553991123763
"HHS Region 1",2019-03-23,1,2019-03-30,0.5,"ili perc","quantile",2.42038289681415
"HHS Region 1",2019-03-23,1,2019-03-30,0.55,"ili perc","quantile",2.46211877858205
"HHS Region 1",2019-03-23,1,2019-03-30,0.6,"ili perc","quantile",2.48810530419498
"HHS Region 1",2019-03-23,1,2019-03-30,0.65,"ili perc","quantile",2.52968303086165
"HHS Region 1",2019-03-23,1,2019-03-30,0.7,"ili perc","quantile",2.57875716654199
"HHS Region 1",2019-03-23,1,2019-03-30,0.75,"ili perc","quantile",2.66651143978481
"HHS Region 1",2019-03-23,1,2019-03-30,0.8,"ili perc","quantile",2.71507491357184
"HHS Region 1",2019-03-23,1,2019-03-30,0.85,"ili perc","quantile",2.78170010318235
"HHS Region 1",2019-03-23,1,2019-03-30,0.9,"ili perc","quantile",2.94925047551362
"HHS Region 1",2019-03-23,1,2019-03-30,0.95,"ili perc","quantile",3.39472350325245
"HHS Region 1",2019-03-23,1,2019-03-30,0.975,"ili perc","quantile",3.68038607614636
"HHS Region 1",2019-03-23,1,2019-03-30,0.99,"ili perc","quantile",3.88680158345946
"HHS Region 1",2019-03-23,2,2019-04-06,0.01,"ili perc","quantile",1.31176622929811
"HHS Region 1",2019-03-23,2,2019-04-06,0.025,"ili perc","quantile",1.42927654652262
"HHS Region 1",2019-03-23,2,2019-04-06,0.05,"ili perc","quantile",1.64962422000952
"HHS Region 1",2019-03-23,2,2019-04-06,0.1,"ili perc","quantile",1.76723922188563
"HHS Region 1",2019-03-23,2,2019-04-06,0.15,"ili perc","quantile",1.89700857528604
"HHS Region 1",2019-03-23,2,2019-04-06,0.2,"ili perc","quantile",2.00195994670774
"HHS Region 1",2019-03-23,2,2019-04-06,0.25,"ili perc","quantile",2.07642272284793
"HHS Region 1",2019-03-23,2,2019-04-06,0.3,"ili perc","quantile",2.14208852136269
"HHS Region 1",2019-03-23,2,2019-04-06,0.35,"ili perc","quantile",2.22433467510405
"HHS Region 1",2019-03-23,2,2019-04-06,0.4,"ili perc","quantile",2.25752282112953
"HHS Region 1",2019-03-23,2,2019-04-06,0.45,"ili perc","quantile",2.29476860953131
"HHS Region 1",2019-03-23,2,2019-04-06,0.5,"ili perc","quantile",2.31909672706507
"HHS Region 1",2019-03-23,2,2019-04-06,0.55,"ili perc","quantile",2.35584833319573
"HHS Region 1",2019-03-23,2,2019-04-06,0.6,"ili perc","quantile",2.40084309333629
"HHS Region 1",2019-03-23,2,2019-04-06,0.65,"ili perc","quantile",2.44708611122631
"HHS Region 1",2019-03-23,2,2019-04-06,0.7,"ili perc","quantile",2.51596023472789
"HHS Region 1",2019-03-23,2,2019-04-06,0.75,"ili perc","quantile",2.59790486239614
"HHS Region 1",2019-03-23,2,2019-04-06,0.8,"ili perc","quantile",2.69655244733794
"HHS Region 1",2019-03-23,2,2019-04-06,0.85,"ili perc","quantile",2.79664671032848
"HHS Region 1",2019-03-23,2,2019-04-06,0.9,"ili perc","quantile",2.97423003558162
"HHS Region 1",2019-03-23,2,2019-04-06,0.95,"ili perc","quantile",3.24324822327828
"HHS Region 1",2019-03-23,2,2019-04-06,0.975,"ili perc","quantile",3.73712865127559
"HHS Region 1",2019-03-23,2,2019-04-06,0.99,"ili perc","quantile",3.98596211920051
"HHS Region 1",2019-03-23,3,2019-04-13,0.01,"ili perc","quantile",0.855529637661379
"HHS Region 1",2019-03-23,3,2019-04-13,0.025,"ili perc","quantile",1.37978575594427
"HHS Region 1",2019-03-23,3,2019-04-13,0.05,"ili perc","quantile",1.52138248699597
"HHS Region 1",2019-03-23,3,2019-04-13,0.1,"ili perc","quantile",1.64808847652194
"HHS Region 1",2019-03-23,3,2019-04-13,0.15,"ili perc","quantile",1.78771525592069
"HHS Region 1",2019-03-23,3,2019-04-13,0.2,"ili perc","quantile",1.88708066381133
"HHS Region 1",2019-03-23,3,2019-04-13,0.25,"ili perc","quantile",1.95608861709704
"HHS Region 1",2019-03-23,3,2019-04-13,0.3,"ili perc","quantile",2.02612478034315
"HHS Region 1",2019-03-23,3,2019-04-13,0.35,"ili perc","quantile",2.10302175634712
"HHS Region 1",2019-03-23,3,2019-04-13,0.4,"ili perc","quantile",2.16969017734054
"HHS Region 1",2019-03-23,3,2019-04-13,0.45,"ili perc","quantile",2.20408387660739
"HHS Region 1",2019-03-23,3,2019-04-13,0.5,"ili perc","quantile",2.28243085943516
"HHS Region 1",2019-03-23,3,2019-04-13,0.55,"ili perc","quantile",2.36092660064788
"HHS Region 1",2019-03-23,3,2019-04-13,0.6,"ili perc","quantile",2.40973318776173
"HHS Region 1",2019-03-23,3,2019-04-13,0.65,"ili perc","quantile",2.47360994048629
"HHS Region 1",2019-03-23,3,2019-04-13,0.7,"ili perc","quantile",2.57165131873328
"HHS Region 1",2019-03-23,3,2019-04-13,0.75,"ili perc","quantile",2.66999209770076
"HHS Region 1",2019-03-23,3,2019-04-13,0.8,"ili perc","quantile",2.81532356547589
"HHS Region 1",2019-03-23,3,2019-04-13,0.85,"ili perc","quantile",3.00138710965739
"HHS Region 1",2019-03-23,3,2019-04-13,0.9,"ili perc","quantile",3.18126642788447
"HHS Region 1",2019-03-23,3,2019-04-13,0.95,"ili perc","quantile",3.49481601607481
"HHS Region 1",2019-03-23,3,2019-04-13,0.975,"ili perc","quantile",3.86280188822958
"HHS Region 1",2019-03-23,3,2019-04-13,0.99,"ili perc","quantile",4.39863833620518
"HHS Region 1",2019-03-23,4,2019-04-20,0.01,"ili perc","quantile",0.818475374636397
"HHS Region 1",2019-03-23,4,2019-04-20,0.025,"ili perc","quantile",1.0483994963906
"HHS Region 1",2019-03-23,4,2019-04-20,0.05,"ili perc","quantile",1.4090895617418
"HHS Region 1",2019-03-23,4,2019-04-20,0.1,"ili perc","quantile",1.58848497963208
"HHS Region 1",2019-03-23,4,2019-04-20,0.15,"ili perc","quantile",1.7228517460653
"HHS Region 1",2019-03-23,4,2019-04-20,0.2,"ili perc","quantile",1.86021726301831
