"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2019-03-02,1,2019-03-09,0.01,"ili perc","quantile",1.74815445335285
"HHS Region 1",2019-03-02,1,2019-03-09,0.025,"ili perc","quantile",1.96736354951691
"HHS Region 1",2019-03-02,1,2019-03-09,0.05,"ili perc","quantile",2.09967857207917
"HHS Region 1",2019-03-02,1,2019-03-09,0.1,"ili perc","quantile",2.19166562368843
"HHS Region 1",2019-03-02,1,2019-03-09,0.15,"ili perc","quantile",2.34216275975165
"HHS Region 1",2019-03-02,1,2019-03-09,0.2,"ili perc","quantile",2.42893698430015
"HHS Region 1",2019-03-02,1,2019-03-09,0.25,"ili perc","quantile",2.47744360837364
"HHS Region 1",2019-03-02,1,2019-03-09,0.3,"ili perc","quantile",2.55176748758673
"HHS Region 1",2019-03-02,1,2019-03-09,0.35,"ili perc","quantile",2.61342892792091
"HHS Region 1",2019-03-02,1,2019-03-09,0.4,"ili perc","quantile",2.6608138766909
"HHS Region 1",2019-03-02,1,2019-03-09,0.45,"ili perc","quantile",2.68910337247271
"HHS Region 1",2019-03-02,1,2019-03-09,0.5,"ili perc","quantile",2.72633948300589
"HHS Region 1",2019-03-02,1,2019-03-09,0.55,"ili perc","quantile",2.7643412919105
"HHS Region 1",2019-03-02,1,2019-03-09,0.6,"ili perc","quantile",2.79624679774515
"HHS Region 1",2019-03-02,1,2019-03-09,0.65,"ili perc","quantile",2.8642922624309
"HHS Region 1",2019-03-02,1,2019-03-09,0.7,"ili perc","quantile",2.94898505071757
"HHS Region 1",2019-03-02,1,2019-03-09,0.75,"ili perc","quantile",3.06631633286359
"HHS Region 1",2019-03-02,1,2019-03-09,0.8,"ili perc","quantile",3.14331985741807
"HHS Region 1",2019-03-02,1,2019-03-09,0.85,"ili perc","quantile",3.30807123653763
"HHS Region 1",2019-03-02,1,2019-03-09,0.9,"ili perc","quantile",3.56456409946291
"HHS Region 1",2019-03-02,1,2019-03-09,0.95,"ili perc","quantile",3.78037939787256
"HHS Region 1",2019-03-02,1,2019-03-09,0.975,"ili perc","quantile",4.22088523307952
"HHS Region 1",2019-03-02,1,2019-03-09,0.99,"ili perc","quantile",5.0064948594851
"HHS Region 1",2019-03-02,2,2019-03-16,0.01,"ili perc","quantile",1.28512030487764
"HHS Region 1",2019-03-02,2,2019-03-16,0.025,"ili perc","quantile",1.71382537948447
"HHS Region 1",2019-03-02,2,2019-03-16,0.05,"ili perc","quantile",1.87017450686564
"HHS Region 1",2019-03-02,2,2019-03-16,0.1,"ili perc","quantile",2.1335460792767
"HHS Region 1",2019-03-02,2,2019-03-16,0.15,"ili perc","quantile",2.25981462819001
"HHS Region 1",2019-03-02,2,2019-03-16,0.2,"ili perc","quantile",2.33785619891469
"HHS Region 1",2019-03-02,2,2019-03-16,0.25,"ili perc","quantile",2.40293539818622
"HHS Region 1",2019-03-02,2,2019-03-16,0.3,"ili perc","quantile",2.46113640163149
"HHS Region 1",2019-03-02,2,2019-03-16,0.35,"ili perc","quantile",2.53441850348167
"HHS Region 1",2019-03-02,2,2019-03-16,0.4,"ili perc","quantile",2.59154042096301
"HHS Region 1",2019-03-02,2,2019-03-16,0.45,"ili perc","quantile",2.64587408435376
"HHS Region 1",2019-03-02,2,2019-03-16,0.5,"ili perc","quantile",2.71091348257297
"HHS Region 1",2019-03-02,2,2019-03-16,0.55,"ili perc","quantile",2.78386577368623
"HHS Region 1",2019-03-02,2,2019-03-16,0.6,"ili perc","quantile",2.83603427375957
"HHS Region 1",2019-03-02,2,2019-03-16,0.65,"ili perc","quantile",2.88319419209871
"HHS Region 1",2019-03-02,2,2019-03-16,0.7,"ili perc","quantile",2.95883670252041
