"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-02-24,1,2018-03-03,0.01,"ili perc","quantile",2.30339767821172
"HHS Region 1",2018-02-24,1,2018-03-03,0.025,"ili perc","quantile",2.53446632132559
"HHS Region 1",2018-02-24,1,2018-03-03,0.05,"ili perc","quantile",2.59962860283987
"HHS Region 1",2018-02-24,1,2018-03-03,0.1,"ili perc","quantile",2.97844821005762
"HHS Region 1",2018-02-24,1,2018-03-03,0.15,"ili perc","quantile",3.10313474105466
"HHS Region 1",2018-02-24,1,2018-03-03,0.2,"ili perc","quantile",3.17483686696715
"HHS Region 1",2018-02-24,1,2018-03-03,0.25,"ili perc","quantile",3.24080647304001
"HHS Region 1",2018-02-24,1,2018-03-03,0.3,"ili perc","quantile",3.29729379552968
"HHS Region 1",2018-02-24,1,2018-03-03,0.35,"ili perc","quantile",3.35024084987359
"HHS Region 1",2018-02-24,1,2018-03-03,0.4,"ili perc","quantile",3.42391589218502
"HHS Region 1",2018-02-24,1,2018-03-03,0.45,"ili perc","quantile",3.45660788477399
"HHS Region 1",2018-02-24,1,2018-03-03,0.5,"ili perc","quantile",3.53952949710483
"HHS Region 1",2018-02-24,1,2018-03-03,0.55,"ili perc","quantile",3.58828312835402
"HHS Region 1",2018-02-24,1,2018-03-03,0.6,"ili perc","quantile",3.64532432271519
"HHS Region 1",2018-02-24,1,2018-03-03,0.65,"ili perc","quantile",3.68468803688154
"HHS Region 1",2018-02-24,1,2018-03-03,0.7,"ili perc","quantile",3.7607091902708
"HHS Region 1",2018-02-24,1,2018-03-03,0.75,"ili perc","quantile",3.82615264220967
"HHS Region 1",2018-02-24,1,2018-03-03,0.8,"ili perc","quantile",3.91451354126905
"HHS Region 1",2018-02-24,1,2018-03-03,0.85,"ili perc","quantile",4.04186752114799
"HHS Region 1",2018-02-24,1,2018-03-03,0.9,"ili perc","quantile",4.19195497926117
"HHS Region 1",2018-02-24,1,2018-03-03,0.95,"ili perc","quantile",4.55299114055061
"HHS Region 1",2018-02-24,1,2018-03-03,0.975,"ili perc","quantile",4.96336710358983
"HHS Region 1",2018-02-24,1,2018-03-03,0.99,"ili perc","quantile",5.92290794732103
"HHS Region 1",2018-02-24,2,2018-03-10,0.01,"ili perc","quantile",1.73086397605157
"HHS Region 1",2018-02-24,2,2018-03-10,0.025,"ili perc","quantile",2.22520851865478
"HHS Region 1",2018-02-24,2,2018-03-10,0.05,"ili perc","quantile",2.52394913403991
"HHS Region 1",2018-02-24,2,2018-03-10,0.1,"ili perc","quantile",2.75709044742708
