"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2017-10-21,1,2017-10-28,0.01,"ili perc","quantile",0.210439671085543
"HHS Region 1",2017-10-21,1,2017-10-28,0.025,"ili perc","quantile",0.302670019607005
"HHS Region 1",2017-10-21,1,2017-10-28,0.05,"ili perc","quantile",0.530186270573784
"HHS Region 1",2017-10-21,1,2017-10-28,0.1,"ili perc","quantile",0.662747690064431
"HHS Region 1",2017-10-21,1,2017-10-28,0.15,"ili perc","quantile",0.751018320208572
"HHS Region 1",2017-10-21,1,2017-10-28,0.2,"ili perc","quantile",0.785450264605448
"HHS Region 1",2017-10-21,1,2017-10-28,0.25,"ili perc","quantile",0.830370550072316
"HHS Region 1",2017-10-21,1,2017-10-28,0.3,"ili perc","quantile",0.866540051525347
"HHS Region 1",2017-10-21,1,2017-10-28,0.35,"ili perc","quantile",0.895024915740128
"HHS Region 1",2017-10-21,1,2017-10-28,0.4,"ili perc","quantile",0.915316766211356
"HHS Region 1",2017-10-21,1,2017-10-28,0.45,"ili perc","quantile",0.939997176697597
"HHS Region 1",2017-10-21,1,2017-10-28,0.5,"ili perc","quantile",0.965792618505808
"HHS Region 1",2017-10-21,1,2017-10-28,0.55,"ili perc","quantile",0.981590771371254
"HHS Region 1",2017-10-21,1,2017-10-28,0.6,"ili perc","quantile",1.00689347942821
"HHS Region 1",2017-10-21,1,2017-10-28,0.65,"ili perc","quantile",1.0280847996838
"HHS Region 1",2017-10-21,1,2017-10-28,0.7,"ili perc","quantile",1.04796002585088
"HHS Region 1",2017-10-21,1,2017-10-28,0.75,"ili perc","quantile",1.07663455326497
"HHS Region 1",2017-10-21,1,2017-10-28,0.8,"ili perc","quantile",1.11107596740326
"HHS Region 1",2017-10-21,1,2017-10-28,0.85,"ili perc","quantile",1.19942258678709
"HHS Region 1",2017-10-21,1,2017-10-28,0.9,"ili perc","quantile",1.31793412720033
"HHS Region 1",2017-10-21,1,2017-10-28,0.95,"ili perc","quantile",1.53688391793535
"HHS Region 1",2017-10-21,1,2017-10-28,0.975,"ili perc","quantile",1.75784293813719
"HHS Region 1",2017-10-21,1,2017-10-28,0.99,"ili perc","quantile",1.99901124035509
"HHS Region 1",2017-10-21,2,2017-11-04,0.01,"ili perc","quantile",-0.277438615120225
"HHS Region 1",2017-10-21,2,2017-11-04,0.025,"ili perc","quantile",0.188719283532364
"HHS Region 1",2017-10-21,2,2017-11-04,0.05,"ili perc","quantile",0.423721937373061
"HHS Region 1",2017-10-21,2,2017-11-04,0.1,"ili perc","quantile",0.619968428324066
"HHS Region 1",2017-10-21,2,2017-11-04,0.15,"ili perc","quantile",0.678881099851415
"HHS Region 1",2017-10-21,2,2017-11-04,0.2,"ili perc","quantile",0.738805567370196
"HHS Region 1",2017-10-21,2,2017-11-04,0.25,"ili perc","quantile",0.770351230005081
"HHS Region 1",2017-10-21,2,2017-11-04,0.3,"ili perc","quantile",0.804579431941542
"HHS Region 1",2017-10-21,2,2017-11-04,0.35,"ili perc","quantile",0.841993272956484
"HHS Region 1",2017-10-21,2,2017-11-04,0.4,"ili perc","quantile",0.877624615884393
"HHS Region 1",2017-10-21,2,2017-11-04,0.45,"ili perc","quantile",0.907759116870878
"HHS Region 1",2017-10-21,2,2017-11-04,0.5,"ili perc","quantile",0.943587473934241
"HHS Region 1",2017-10-21,2,2017-11-04,0.55,"ili perc","quantile",0.97986869147517
"HHS Region 1",2017-10-21,2,2017-11-04,0.6,"ili perc","quantile",1.03286585767531
"HHS Region 1",2017-10-21,2,2017-11-04,0.65,"ili perc","quantile",1.0691361209438
"HHS Region 1",2017-10-21,2,2017-11-04,0.7,"ili perc","quantile",1.11021988735673
"HHS Region 1",2017-10-21,2,2017-11-04,0.75,"ili perc","quantile",1.16575358193071
"HHS Region 1",2017-10-21,2,2017-11-04,0.8,"ili perc","quantile",1.24473793854187
"HHS Region 1",2017-10-21,2,2017-11-04,0.85,"ili perc","quantile",1.31789676604528
"HHS Region 1",2017-10-21,2,2017-11-04,0.9,"ili perc","quantile",1.44935580475545
"HHS Region 1",2017-10-21,2,2017-11-04,0.95,"ili perc","quantile",1.68586396739617
"HHS Region 1",2017-10-21,2,2017-11-04,0.975,"ili perc","quantile",1.9256863279973
"HHS Region 1",2017-10-21,2,2017-11-04,0.99,"ili perc","quantile",2.32525333716352
"HHS Region 1",2017-10-21,3,2017-11-11,0.01,"ili perc","quantile",-0.241564427358792
"HHS Region 1",2017-10-21,3,2017-11-11,0.025,"ili perc","quantile",0.139635673855828
"HHS Region 1",2017-10-21,3,2017-11-11,0.05,"ili perc","quantile",0.370507947912866
"HHS Region 1",2017-10-21,3,2017-11-11,0.1,"ili perc","quantile",0.606341525029574
"HHS Region 1",2017-10-21,3,2017-11-11,0.15,"ili perc","quantile",0.675146289472324
"HHS Region 1",2017-10-21,3,2017-11-11,0.2,"ili perc","quantile",0.71676707810956
"HHS Region 1",2017-10-21,3,2017-11-11,0.25,"ili perc","quantile",0.744374306494594
"HHS Region 1",2017-10-21,3,2017-11-11,0.3,"ili perc","quantile",0.784454357513051
"HHS Region 1",2017-10-21,3,2017-11-11,0.35,"ili perc","quantile",0.820066579428751
"HHS Region 1",2017-10-21,3,2017-11-11,0.4,"ili perc","quantile",0.852760959642178
"HHS Region 1",2017-10-21,3,2017-11-11,0.45,"ili perc","quantile",0.910441319170285
"HHS Region 1",2017-10-21,3,2017-11-11,0.5,"ili perc","quantile",0.94713601313319
