"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.01,2.2467480578392287
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.025,2.371717370925681
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.05,2.525822677780629
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.1,2.6659158323004855
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.15,2.7448220693424306
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.2,2.7928892075823213
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.25,2.841931960520203
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.3,2.8949108023692824
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.35,2.9393872983282714
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.4,2.9746493397432743
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.45,3.0145827949156248
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.5,3.057321673452896
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.55,3.0983743059090685
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.6,3.144340440836258
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.65,3.194914000719163
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.7,3.245373299643155
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.75,3.306900365127771
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.8,3.378965715791273
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.85,3.441588091902326
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.9,3.527864842989542
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.95,3.684724688937017
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.975,3.868228957469496
2019-01-12,"US National","ili perc",1,2019-01-19,"quantile",0.99,4.2242332003054806
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.01,2.2130052649710024
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.025,2.418519684426419
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.05,2.5161673950427774
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.1,2.655716688721119
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.15,2.7920081192419244
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.2,2.8659083113301516
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.25,2.9614220164680627
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.3,3.025287887084462
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.35,3.0735568850872856
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.4,3.1299965832752097
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.45,3.1785926736522976
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.5,3.2335481070700824
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.55,3.290373986573694
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.6,3.3494756114979634
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.65,3.414381812687079
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.7,3.468342073781119
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.75,3.525203799521575
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.8,3.6141633565520497
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.85,3.731573724812257
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.9,3.8668129532271296
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.95,4.08441478402373
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.975,4.3571529994765905
2019-01-12,"US National","ili perc",2,2019-01-26,"quantile",0.99,4.638422120035672
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.01,2.3394848736252856
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.025,2.499789014149735
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.05,2.6155280149286937
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.1,2.8038127057325934
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.15,2.9192368836591993
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.2,3.018518167706946
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.25,3.107656653649636
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.3,3.173758767705493
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.35,3.2268648624273726
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.4,3.300430165167866
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.45,3.3729392261344744
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.5,3.434772470855201
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.55,3.4991306226400476
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.6,3.5817411624533473
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.65,3.671093838237017
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.7,3.754219026216127
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.75,3.8558769341672714
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.8,3.969527604505366
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.85,4.094497215782446
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.9,4.256628596864082
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.95,4.539586959485776
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.975,4.693458524370819
2019-01-12,"US National","ili perc",3,2019-02-02,"quantile",0.99,4.957102799557951
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.01,2.2899495319837557
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.025,2.5384618392660987
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.05,2.683514056138401
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.1,2.8892855990635824
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.15,2.990005461522334
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.2,3.1101116485759603
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.25,3.2175611015167664
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.3,3.3271822297365237
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.35,3.426793957897907
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.4,3.4973789574204868
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.45,3.6041243495380195
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.5,3.6809924679346633
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.55,3.744594461121488
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.6,3.84533063419737
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.65,3.934111286335713
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.7,4.022839473186538
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.75,4.122722804184828
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.8,4.230113554037916
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.85,4.396937638484739
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.9,4.633227082875858
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.95,4.846313870859697
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.975,5.083080121876743
2019-01-12,"US National","ili perc",4,2019-02-09,"quantile",0.99,5.436789292769966
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.01,1.7330491908129693
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.025,1.9957984221504335
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.05,2.2061336713247144
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.1,2.4717349406284814
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.15,2.6095133070189154
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.2,2.7426329338640687
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.25,2.8591478744268377
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.3,2.968480980449139
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.35,3.069682775372408
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.4,3.1981530037313615
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.45,3.3243310551436993
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.5,3.418128628432679
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.55,3.5053546720855384
2019-01-12,"HHS Region 1","ili perc",1,2019-01-19,"quantile",0.6,3.6434619657169613
