"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2016-11-19,2016-11-26,1,"1%",0.01,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"2.5%",0.025,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"5%",0.05,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"10%",0.1,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"15%",0.15,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"20%",0.2,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"25%",0.25,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"30%",0.3,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"35%",0.35,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"40%",0.4,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"45%",0.45,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"50%",0.5,0.867670883269151,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"55%",0.55,1.33401799047308,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"60%",0.6,1.34990659505575,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"65%",0.65,1.39218253033503,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"70%",0.7,1.40976812835006,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"75%",0.75,1.4617809334931,"ili perc","quantile","hhs1"
"HHS Region 1",2016-11-19,2016-11-26,1,"80%",0.8,1.49307438897287,"ili perc","quantile","hhs1"
