location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2018-11-24,2018-12-01,1,0.01,1.02296541809382,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.025,1.03501357917382,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.05,1.10860644351406,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.1,1.21554462558319,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.15,1.28276320201195,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.2,1.35910976063696,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.25,1.44591067550657,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.3,1.48401561335386,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.35,1.51973525560943,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.4,1.56610518678979,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.45,1.64456346841477,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.5,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.55,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.6,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.65,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.7,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.75,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.8,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.85,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.9,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.95,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.975,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-01,1,0.99,7.30811283708298,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.01,1.01017399702397,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.025,1.03397470657138,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.05,1.08774557778945,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.1,1.1760169320631,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.15,1.23664853188356,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.2,1.31543063664641,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.25,1.40027738324798,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.3,1.44127081096702,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.35,1.49095945824649,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.4,1.53655589553622,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.45,1.61542434896047,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.5,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.55,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.6,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.65,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.7,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.75,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.8,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.85,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.9,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.95,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.975,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-08,2,0.99,8.81188273018241,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.01,0.99687320877657,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.025,1.03241682974222,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.05,1.06645467568178,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.1,1.13614470071815,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.15,1.19022583507412,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.2,1.27135804718499,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.25,1.35431070466399,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.3,1.39822222535055,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.35,1.46191818647536,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.4,1.50673906438603,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.45,1.58605403188144,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.5,9.05202217263611,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.55,9.05202217263611,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.6,9.05202217263611,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.65,9.05202217263611,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.7,9.05202217263611,ili perc,quantile
HHS Region 1,2018-11-24,2018-12-15,3,0.75,9.05202217263611,ili perc,quantile
