"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-01-28,2017-02-04,1,"1%",0.01,1.27044559921339,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"2.5%",0.025,1.30527927971399,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"5%",0.05,1.44220339948378,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"10%",0.1,1.60535193059888,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"15%",0.15,1.69834850348004,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"20%",0.2,1.79873027671111,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"25%",0.25,1.93998707559135,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"30%",0.3,1.99732738551412,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"35%",0.35,2.07143355070878,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"40%",0.4,2.16013610114797,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"45%",0.45,2.25381428153431,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"50%",0.5,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"55%",0.55,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"60%",0.6,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"65%",0.65,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"70%",0.7,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"75%",0.75,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"80%",0.8,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"85%",0.85,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"90%",0.9,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"95%",0.95,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"97.5%",0.975,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-04,1,"99%",0.99,19.5804869180946,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"1%",0.01,1.25756677690746,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"2.5%",0.025,1.3041513522746,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"5%",0.05,1.42126874472624,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"10%",0.1,1.56576511856253,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"15%",0.15,1.65218097970529,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"20%",0.2,1.75498363881307,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"25%",0.25,1.8942965782787,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"30%",0.3,1.95453045760578,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"35%",0.35,2.04261220115394,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"40%",0.4,2.1305409032897,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"45%",0.45,2.22463549136884,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"50%",0.5,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"55%",0.55,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"60%",0.6,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"65%",0.65,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"70%",0.7,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"75%",0.75,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"80%",0.8,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"85%",0.85,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"90%",0.9,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"95%",0.95,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"97.5%",0.975,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-11,2,"99%",0.99,20.8674331362532,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-18,3,"1%",0.01,1.24247527257993,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-18,3,"2.5%",0.025,1.30076887964219,"ili perc","quantile","hhs1"
"HHS Region 1",2017-01-28,2017-02-18,3,"5%",0.05,1.398466019517,"ili perc","quantile","hhs1"
