"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-12-16,2017-12-23,1,"1%",0.01,1.261093037482,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"2.5%",0.025,1.27852442357932,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"5%",0.05,1.37532607674774,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"10%",0.1,1.52310285622091,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"15%",0.15,1.60370804828894,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"20%",0.2,1.70523643833097,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"25%",0.25,1.83016355285701,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"30%",0.3,1.88241825199545,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"35%",0.35,1.94720654464103,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"40%",0.4,2.02163367188652,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"45%",0.45,2.12609044054401,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"50%",0.5,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"55%",0.55,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"60%",0.6,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"65%",0.65,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"70%",0.7,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"75%",0.75,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"80%",0.8,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"85%",0.85,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"90%",0.9,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"95%",0.95,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"97.5%",0.975,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-23,1,"99%",0.99,17.676507684534,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"1%",0.01,1.24610436972202,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"2.5%",0.025,1.27524673314644,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"5%",0.05,1.3526101719453,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"10%",0.1,1.4820889369904,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"15%",0.15,1.55626464981828,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"20%",0.2,1.65986003045233,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"25%",0.25,1.78309213888126,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"30%",0.3,1.83836302615525,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"35%",0.35,1.9172855757978,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"40%",0.4,1.99093029929786,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"45%",0.45,2.0959540086634,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"50%",0.5,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"55%",0.55,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"60%",0.6,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"65%",0.65,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"70%",0.7,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"75%",0.75,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"80%",0.8,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"85%",0.85,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"90%",0.9,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"95%",0.95,13.7293809599561,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-16,2017-12-30,2,"97.5%",0.975,13.7293809599561,"ili perc","quantile","hhs1"
