location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2016-01-09,2016-01-16,1,0.01,1.16625665450753,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.025,1.23776446488957,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.05,1.31900206875478,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.1,1.41484040839747,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.15,1.50390026197547,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.2,1.56907688789519,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.25,1.66765439575972,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.3,1.71501145428697,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.35,1.73714540327334,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.4,1.79414260822778,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.45,1.84420945870332,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.5,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.55,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.6,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.65,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.7,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.75,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.8,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.85,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.9,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.95,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.975,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-16,1,0.99,2.87935732377463,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.01,1.15249464333461,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.025,1.23573663895815,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.05,1.29732177634593,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.1,1.37465620417608,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.15,1.45719865248135,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.2,1.52464802244353,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.25,1.62138584178384,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.3,1.67168779835566,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.35,1.70786374914426,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.4,1.7640835244566,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.45,1.81462979628451,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.5,1.9753018535542,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.55,1.9753018535542,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.6,1.9753018535542,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.65,2.03849137760372,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.7,2.09611627319906,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.75,2.19770762037867,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.8,2.29703010193735,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.85,2.35099946695526,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.9,2.49688388941769,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.95,2.64523092891368,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.975,2.90560094463608,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-23,2,0.99,2.90560094463608,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.01,1.13898576000208,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.025,1.23396672995749,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.05,1.27585518867844,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.1,1.33464321655323,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.15,1.41065011552899,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.2,1.48041468797483,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.25,1.57528296271653,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.3,1.62851510620108,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.35,1.67871402138693,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.4,1.69920213141396,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.45,1.69920213141396,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.5,1.69920213141396,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.55,1.89366730675952,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.6,1.96974460752017,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.65,2.0394452862854,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.7,2.10404200311696,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.75,2.20520740219093,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.8,2.32995399177116,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.85,2.40437553577161,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.9,2.57982907180882,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.95,2.76310836617754,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.975,3.03201868788131,ili perc,quantile
HHS Region 1,2016-01-09,2016-01-30,3,0.99,3.06560494855846,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.01,1.12573920050998,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.025,1.23246410787275,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.05,1.25461006953209,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.1,1.29480766573702,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.15,1.36426021216257,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.2,1.43638398802589,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.25,1.52935177743924,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.3,1.58549886225708,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.35,1.6497010128164,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.4,1.70436904544131,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.45,1.75581932344905,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.5,2.07387145627468,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.55,2.07387145627468,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.6,2.07387145627468,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.65,2.07387145627468,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.7,2.11214064073646,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.75,2.21285348225751,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.8,2.36304963066019,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.85,2.4579961926523,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.9,2.66291448687839,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.95,2.88114235790678,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.975,3.14181186844415,ili perc,quantile
HHS Region 1,2016-01-09,2016-02-06,4,0.99,3.24178793556057,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.01,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.025,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.05,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.1,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.15,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.2,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.25,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.3,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.35,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.4,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.45,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.5,0.119027348351392,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.55,1.30695034420948,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.6,1.35250420889529,ili perc,quantile
HHS Region 10,2016-01-09,2016-01-16,1,0.65,1.40552202993678,ili perc,quantile
