location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2019-01-05,2019-01-12,1,0.01,1.75042014258869,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.025,1.76554546357187,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.05,1.91374197410201,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.1,2.11147996807139,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.15,2.22058714789407,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.2,2.37735654573706,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.25,2.54902787680672,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.3,2.62785600245894,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.35,2.68570826045234,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.4,2.77832203310538,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.45,2.8968031717647,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.5,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.55,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.6,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.65,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.7,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.75,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.8,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.85,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.9,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.95,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.975,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-12,1,0.99,145.288779483266,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.01,1.74329999578933,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.025,1.77028516376933,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.05,1.89766911667894,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.1,2.07578834524361,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.15,2.17790203480808,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.2,2.33805825093955,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.25,2.50710649488076,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.3,2.58849351069202,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.35,2.65988824478691,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.4,2.75175152061669,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.45,2.87023819763891,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.5,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.55,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.6,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.65,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.7,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.75,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.8,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.85,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.9,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.95,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.975,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-19,2,0.99,160.861761485302,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.01,1.73100198766676,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.025,1.76974903931483,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.05,1.87722481788001,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.1,2.03659439804858,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.15,2.13208574345094,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.2,2.29476026842451,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.25,2.46179614673133,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.3,2.54604297653694,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.35,2.63136960673054,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.4,2.72246138946358,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.45,2.8413230343138,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.5,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.55,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.6,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.65,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.7,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.75,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.8,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.85,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.9,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.95,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.975,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-01-26,3,0.99,163.589582813947,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.01,1.72100363680963,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.025,1.77155608083851,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.05,1.85872201891917,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.1,1.99895594745232,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.15,2.08766011059373,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.2,2.25323867781049,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.25,2.41799094912801,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.3,2.50496394282786,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.35,2.60404951498521,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.4,2.69437912975206,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.45,2.81345166674336,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.5,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.55,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.6,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.65,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.7,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.75,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.8,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.85,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.9,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.95,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.975,172.022359378884,ili perc,quantile
HHS Region 1,2019-01-05,2019-02-02,4,0.99,172.022359378884,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.01,0.980885472773229,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.025,0.981608502818871,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.05,1.12971349900709,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.1,1.29164904442414,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.15,1.37011075737716,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.2,1.46913428193053,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.25,1.55384125105573,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.3,1.61132277119085,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.35,1.66321574919659,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.4,1.75191580784002,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.45,1.81943938243918,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.5,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.55,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.6,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.65,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.7,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.75,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.8,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.85,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.9,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.95,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.975,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-12,1,0.99,11.0648136220182,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-19,2,0.01,0.968480079884857,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-19,2,0.025,0.980962961916347,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-19,2,0.05,1.10917853995696,ili perc,quantile
HHS Region 10,2019-01-05,2019-01-19,2,0.1,1.25238246178016,ili perc,quantile
