location,origin_date,target_end_date,horizon,output_type_id,value,target,output_type
HHS Region 1,2017-04-15,2017-04-22,1,0.01,0.673002873795805,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.025,0.673002873795805,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.05,0.850892723888279,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.1,0.96534621754525,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.15,1.04196132158386,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.2,1.08687057318418,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.25,1.15654215014335,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.3,1.17286463048208,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.35,1.17286463048208,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.4,1.21079623349738,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.45,1.2624342258471,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.5,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.55,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.6,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.65,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.7,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.75,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.8,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.85,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.9,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.95,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.975,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-22,1,0.99,8.65083077059464,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.01,0.660532224247968,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.025,0.672252173528822,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.05,0.830286501586137,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.1,0.926022539997653,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.15,0.996029047576748,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.2,1.04342443737342,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.25,1.11110627056483,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.3,1.13639793703449,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.35,1.13814780661961,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.4,1.1814053643625,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.45,1.23343200865678,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.5,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.55,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.6,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.65,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.7,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.75,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.8,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.85,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.9,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.95,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.975,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-04-29,2,0.99,10.9028517312028,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.01,0.648515878735212,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.025,0.67200304064245,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.05,0.810079998183769,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.1,0.887019110423747,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.15,0.950383084428218,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.2,1.00034402779262,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.25,1.06598027363913,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.3,1.09411538460471,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.35,1.10977596682186,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.4,1.15226317361237,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.45,1.20464468970258,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.5,14.3294174358215,ili perc,quantile
HHS Region 1,2017-04-15,2017-05-06,3,0.55,14.3294174358215,ili perc,quantile
