"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-04-21,2018-04-28,1,"1%",0.01,0.596113730312788,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"2.5%",0.025,0.596113730312788,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"5%",0.05,0.762568704569217,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"10%",0.1,0.880478597036131,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"15%",0.15,0.949579159256407,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"20%",0.2,0.99398270841972,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"25%",0.25,1.05989486249191,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"30%",0.3,1.07247866289746,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"35%",0.35,1.07247866289746,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"40%",0.4,1.11675916990182,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"45%",0.45,1.17903164530913,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"50%",0.5,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"55%",0.55,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"60%",0.6,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"65%",0.65,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"70%",0.7,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"75%",0.75,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"80%",0.8,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"85%",0.85,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"90%",0.9,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"95%",0.95,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"97.5%",0.975,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-04-28,1,"99%",0.99,8.77167497454432,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"1%",0.01,0.58822202128178,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"2.5%",0.025,0.58822202128178,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"5%",0.05,0.740891096425734,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"10%",0.1,0.840296543402435,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"15%",0.15,0.902879472449255,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"20%",0.2,0.949556298959641,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"25%",0.25,1.01362838949662,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"30%",0.3,1.03084537517166,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"35%",0.35,1.04151019384026,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"40%",0.4,1.08670175610115,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"45%",0.45,1.14945342601421,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"50%",0.5,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"55%",0.55,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"60%",0.6,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"65%",0.65,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"70%",0.7,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"75%",0.75,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"80%",0.8,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"85%",0.85,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"90%",0.9,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"95%",0.95,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"97.5%",0.975,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-05,2,"99%",0.99,7.87550702172364,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"1%",0.01,0.578780219207559,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"2.5%",0.025,0.583700443177316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"5%",0.05,0.719974577617414,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"10%",0.1,0.80072426157968,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"15%",0.15,0.856724939101523,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"20%",0.2,0.905826254703628,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"25%",0.25,0.967951952104718,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"30%",0.3,0.988061258731006,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"35%",0.35,1.01270004015297,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"40%",0.4,1.05711784121839,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"45%",0.45,1.12028438615952,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"50%",0.5,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"55%",0.55,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"60%",0.6,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"65%",0.65,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"70%",0.7,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"75%",0.75,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"80%",0.8,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"85%",0.85,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"90%",0.9,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"95%",0.95,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"97.5%",0.975,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-12,3,"99%",0.99,9.21574439986528,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"1%",0.01,0.565253818406482,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"2.5%",0.025,0.581912685283717,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"5%",0.05,0.698493200718994,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"10%",0.1,0.760699425076925,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"15%",0.15,0.810165808911249,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"20%",0.2,0.861579388701458,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"25%",0.25,0.921837607664825,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"30%",0.3,0.944878119273563,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"35%",0.35,0.983541182558067,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"40%",0.4,1.02718250938354,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"45%",0.45,1.09081166537483,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"50%",0.5,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"55%",0.55,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"60%",0.6,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"65%",0.65,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"70%",0.7,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"75%",0.75,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"80%",0.8,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"85%",0.85,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"90%",0.9,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"95%",0.95,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"97.5%",0.975,8.89618760461045,"ili perc","quantile","hhs1"
"HHS Region 1",2018-04-21,2018-05-19,4,"99%",0.99,8.89618760461045,"ili perc","quantile","hhs1"
