"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2015-12-12,1,2015-12-19,0.492701756472706,0.01,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.541470556167213,0.025,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.697092642481566,0.05,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.76061414738236,0.1,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.801803817000644,0.15,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.834041966389921,0.2,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.893935457581238,0.25,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.906774890354954,0.3,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.947558765537618,0.35,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.963776928476537,0.4,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.983688934246618,0.45,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,0.995528938082764,0.5,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.03411591561864,0.55,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.05343086225491,0.6,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.06588376728528,0.65,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.09152287846304,0.7,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.10711308687819,0.75,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.16418029388898,0.8,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.20680499750322,0.85,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.32522100304477,0.9,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.35965041787061,0.95,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.52293154476153,0.975,"ili perc","quantile"
"HHS Region 1",2015-12-12,1,2015-12-19,1.63794340555598,0.99,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.38764818187368,0.01,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.432969273465775,0.025,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.566378414140414,0.05,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.694352495472192,0.1,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.75849030390482,0.15,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.792243406265125,0.2,"ili perc","quantile"
"HHS Region 1",2015-12-12,2,2015-12-26,0.832627057436407,0.25,"ili perc","quantile"
