"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-01-06,2018-01-13,1,"1%",0.01,1.5890337225339,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"2.5%",0.025,1.61787065564346,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"5%",0.05,1.75249593442524,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"10%",0.1,1.93306534941495,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"15%",0.15,2.03557727786485,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"20%",0.2,2.16938137090777,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"25%",0.25,2.32630454241743,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"30%",0.3,2.3995260026217,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"35%",0.35,2.4549769888819,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"40%",0.4,2.54425228242735,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"45%",0.45,2.65741454462741,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"50%",0.5,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"55%",0.55,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"60%",0.6,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"65%",0.65,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"70%",0.7,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"75%",0.75,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"80%",0.8,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"85%",0.85,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"90%",0.9,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"95%",0.95,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"97.5%",0.975,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-13,1,"99%",0.99,100.97626602329,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"1%",0.01,1.57252883904661,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"2.5%",0.025,1.613048063211,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"5%",0.05,1.7284999551381,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"10%",0.1,1.89102585631208,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"15%",0.15,1.98721698698563,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"20%",0.2,2.12283374791866,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"25%",0.25,2.27824074885353,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"30%",0.3,2.3545665157086,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"35%",0.35,2.42426579151461,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"40%",0.4,2.51275253304644,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"45%",0.45,2.62658991474309,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"50%",0.5,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"55%",0.55,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"60%",0.6,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"65%",0.65,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"70%",0.7,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"75%",0.75,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"80%",0.8,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"85%",0.85,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"90%",0.9,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"95%",0.95,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"97.5%",0.975,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-20,2,"99%",0.99,93.2677340742149,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"1%",0.01,1.56331174463568,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"2.5%",0.025,1.6156511422801,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"5%",0.05,1.71065673675326,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"10%",0.1,1.85391585043803,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"15%",0.15,1.94326379884178,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"20%",0.2,2.08191564620037,"ili perc","quantile","hhs1"
"HHS Region 1",2018-01-06,2018-01-27,3,"25%",0.25,2.23494689204186,"ili perc","quantile","hhs1"
