"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2019-01-05,2019-01-12,1,"1%",0.01,1.74788865519167,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"2.5%",0.025,1.76296608131702,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"5%",0.05,1.91160475024466,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"10%",0.1,2.10976766072235,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"15%",0.15,2.21905629609319,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"20%",0.2,2.37540107446873,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"25%",0.25,2.54737099093279,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"30%",0.3,2.62634624004951,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"35%",0.35,2.68438888781074,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"40%",0.4,2.77699239525995,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"45%",0.45,2.89565415019626,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"50%",0.5,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"55%",0.55,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"60%",0.6,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"65%",0.65,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"70%",0.7,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"75%",0.75,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"80%",0.8,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"85%",0.85,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"90%",0.9,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"95%",0.95,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"97.5%",0.975,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-12,1,"99%",0.99,139.008703535353,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"1%",0.01,1.73571853907589,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"2.5%",0.025,1.76256026854151,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"5%",0.05,1.89126842506178,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"10%",0.1,2.07066022014928,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"15%",0.15,2.17331734413307,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"20%",0.2,2.33220188333823,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"25%",0.25,2.50214434948472,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"30%",0.3,2.58397197984496,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"35%",0.35,2.65593690511878,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"40%",0.4,2.74776943807444,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"45%",0.45,2.8667970360143,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"50%",0.5,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"55%",0.55,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"60%",0.6,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"65%",0.65,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"70%",0.7,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"75%",0.75,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"80%",0.8,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"85%",0.85,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"90%",0.9,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"95%",0.95,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"97.5%",0.975,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-19,2,"99%",0.99,142.053797435435,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"1%",0.01,1.71526121022924,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"2.5%",0.025,1.75371045186334,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"5%",0.05,1.86393556938862,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"10%",0.1,2.02594727852625,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"15%",0.15,2.12256691372431,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"20%",0.2,2.28260115672758,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"25%",0.25,2.45149363769598,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"30%",0.3,2.53665528055312,"ili perc","quantile","hhs1"
"HHS Region 1",2019-01-05,2019-01-26,3,"35%",0.35,2.62316575348089,"ili perc","quantile","hhs1"
