"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2016-10-29,2016-11-05,1,"1%",0.01,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"2.5%",0.025,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"5%",0.05,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"10%",0.1,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"15%",0.15,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"20%",0.2,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"25%",0.25,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"30%",0.3,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"35%",0.35,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"40%",0.4,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"45%",0.45,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"50%",0.5,0.204071672165237,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"55%",0.55,0.915484241109339,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"60%",0.6,0.915484241109339,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"65%",0.65,0.93797581712365,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"70%",0.7,0.942915166524232,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"75%",0.75,0.966504136634145,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"80%",0.8,0.968982900395638,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"85%",0.85,0.968982900395638,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"90%",0.9,0.970286530194697,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"95%",0.95,0.992118714356261,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"97.5%",0.975,1.11426957887608,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-05,1,"99%",0.99,1.15487790994226,"ili perc","quantile","hhs1"
"HHS Region 1",2016-10-29,2016-11-12,2,"1%",0.01,0.286105968798677,"ili perc","quantile","hhs1"
