"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2016-03-12,2016-03-19,1,"1%",0.01,0.963225984862502,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"2.5%",0.025,0.982077240941534,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"5%",0.05,1.15646333454514,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"10%",0.1,1.31132008442823,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"15%",0.15,1.39765659722613,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"20%",0.2,1.47337769843359,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"25%",0.25,1.59046640266138,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"30%",0.3,1.63358038401357,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"35%",0.35,1.68287325525252,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"40%",0.4,1.76130446470522,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"45%",0.45,1.84215129679531,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"50%",0.5,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"55%",0.55,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"60%",0.6,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"65%",0.65,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"70%",0.7,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"75%",0.75,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"80%",0.8,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"85%",0.85,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"90%",0.9,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"95%",0.95,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"97.5%",0.975,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-19,1,"99%",0.99,14.5384064082999,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"1%",0.01,0.946274521448546,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"2.5%",0.025,0.976799619446094,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"5%",0.05,1.13209032739897,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"10%",0.1,1.268978523027,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"15%",0.15,1.34902624863864,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"20%",0.2,1.42648511057655,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"25%",0.25,1.5421103177067,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"30%",0.3,1.5883545597737,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"35%",0.35,1.65192930723509,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"40%",0.4,1.72957015378859,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"45%",0.45,1.81112396790946,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"50%",0.5,5.72200567839394,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"55%",0.55,5.72200567839394,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"60%",0.6,5.72200567839394,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"65%",0.65,5.72200567839394,"ili perc","quantile","hhs1"
"HHS Region 1",2016-03-12,2016-03-26,2,"70%",0.7,5.72200567839394,"ili perc","quantile","hhs1"
