"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-02-04,2017-02-11,1,"1%",0.01,1.54301500883428,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"2.5%",0.025,1.54434687938338,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"5%",0.05,1.73083771682123,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"10%",0.1,1.94777190912109,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"15%",0.15,2.05485890769027,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"20%",0.2,2.2015936318644,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"25%",0.25,2.3826752523888,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"30%",0.3,2.45511046989311,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"35%",0.35,2.54853837252442,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"40%",0.4,2.65212395826384,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"45%",0.45,2.76792061025004,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"50%",0.5,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"55%",0.55,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"60%",0.6,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"65%",0.65,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"70%",0.7,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"75%",0.75,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"80%",0.8,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"85%",0.85,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"90%",0.9,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"95%",0.95,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"97.5%",0.975,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-11,1,"99%",0.99,64.3690154805572,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"1%",0.01,1.52409430383526,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"2.5%",0.025,1.53706275893954,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"5%",0.05,1.70480216531426,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"10%",0.1,1.90409834549775,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"15%",0.15,2.00503771097515,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"20%",0.2,2.15317988480883,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"25%",0.25,2.3330302775236,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"30%",0.3,2.40871020294272,"ili perc","quantile","hhs1"
"HHS Region 1",2017-02-04,2017-02-18,2,"35%",0.35,2.51656808581175,"ili perc","quantile","hhs1"
