"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-02-10,2018-02-17,1,"1%",0.01,2.74557120235545,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"2.5%",0.025,2.74557120235545,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"5%",0.05,2.91780015870495,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"10%",0.1,3.17997711348539,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"15%",0.15,3.28553128486465,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"20%",0.2,3.61050107656092,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"25%",0.25,3.82281901010356,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"30%",0.3,3.91490994497394,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"35%",0.35,3.98272187384896,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"40%",0.4,4.13344538327692,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"45%",0.45,4.31169499892894,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"50%",0.5,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"55%",0.55,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"60%",0.6,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"65%",0.65,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"70%",0.7,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"75%",0.75,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"80%",0.8,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"85%",0.85,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"90%",0.9,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"95%",0.95,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"97.5%",0.975,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-17,1,"99%",0.99,1365.02172234818,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"1%",0.01,2.80718227419857,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"2.5%",0.025,2.80718227419857,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"5%",0.05,2.9542508189586,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"10%",0.1,3.18636643833474,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"15%",0.15,3.28046774396375,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"20%",0.2,3.61925962399664,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"25%",0.25,3.82161656091353,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"30%",0.3,3.91265074134753,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"35%",0.35,3.98932620719415,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"40%",0.4,4.13955149314529,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"45%",0.45,4.31336789724401,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"50%",0.5,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"55%",0.55,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"60%",0.6,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"65%",0.65,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"70%",0.7,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"75%",0.75,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"80%",0.8,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"85%",0.85,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"90%",0.9,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"95%",0.95,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"97.5%",0.975,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-02-24,2,"99%",0.99,1534.93121848316,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"1%",0.01,2.87062488175764,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"2.5%",0.025,2.87062488175764,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"5%",0.05,2.99223327403138,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"10%",0.1,3.19398301110073,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"15%",0.15,3.27650139784214,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"20%",0.2,3.62941970021802,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"25%",0.25,3.82160163786375,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"30%",0.3,3.9114736172744,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"35%",0.35,3.99687616360575,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"40%",0.4,4.14661058337492,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"45%",0.45,4.31586432430618,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"50%",0.5,1709.34178163028,"ili perc","quantile","hhs1"
"HHS Region 1",2018-02-10,2018-03-03,3,"55%",0.55,1709.34178163028,"ili perc","quantile","hhs1"
