"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.01,1.6391245070773415
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.025,1.6814502610997115
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.05,1.712990520430444
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.1,1.7700061457555643
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.15,1.8071896847009656
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.2,1.8373883689610508
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.25,1.8672201731266744
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.3,1.8902801472644328
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.35,1.91203448647915
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.4,1.935778764396147
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.45,1.9631054557850083
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.5,1.9862176931575313
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.55,2.0032642440295496
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.6,2.024097740411011
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.65,2.0469799862721225
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.7,2.063413940844574
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.75,2.0872320032997314
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.8,2.1211113502501973
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.85,2.1534379139242565
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.9,2.178605495764372
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.95,2.2535905386642634
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.975,2.328216188126821
2017-11-11,"US National","ili perc",1,2017-11-18,"quantile",0.99,2.3914398742639915
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.01,1.4264581518101311
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.025,1.5378683234009425
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.05,1.6244086745229738
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.1,1.7211499699599564
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.15,1.7727145269678792
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.2,1.8190249608782438
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.25,1.86277590350108
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.3,1.9021337240439744
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.35,1.9410568611236516
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.4,1.9768161766329826
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.45,2.0040472573638928
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.5,2.049467867857034
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.55,2.0820434952313214
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.6,2.11817849912266
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.65,2.149050151560228
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.7,2.192945016232577
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.75,2.236478063659535
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.8,2.283183854499673
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.85,2.3506321993058115
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.9,2.4325775536279917
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.95,2.5444656069508085
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.975,2.631040533049999
2017-11-11,"US National","ili perc",2,2017-11-25,"quantile",0.99,2.687895044921558
