"location","origin_date","value","output_type_id","target","output_type"
"US National",2015-11-14,0.820865573440532,0.01,"ili perc","quantile"
"US National",2015-11-14,0.918557194007458,0.025,"ili perc","quantile"
"US National",2015-11-14,0.998050607246564,0.05,"ili perc","quantile"
"US National",2015-11-14,1.1374479297552,0.1,"ili perc","quantile"
"US National",2015-11-14,1.19501750244337,0.15,"ili perc","quantile"
"US National",2015-11-14,1.25900480796841,0.2,"ili perc","quantile"
"US National",2015-11-14,1.30601612497832,0.25,"ili perc","quantile"
"US National",2015-11-14,1.36731671298311,0.3,"ili perc","quantile"
"US National",2015-11-14,1.39312459455406,0.35,"ili perc","quantile"
"US National",2015-11-14,1.42571797792278,0.4,"ili perc","quantile"
"US National",2015-11-14,1.46300717952458,0.45,"ili perc","quantile"
"US National",2015-11-14,1.48704033575695,0.5,"ili perc","quantile"
"US National",2015-11-14,1.51876357498007,0.55,"ili perc","quantile"
"US National",2015-11-14,1.54800204091522,0.6,"ili perc","quantile"
"US National",2015-11-14,1.58914211416027,0.65,"ili perc","quantile"
"US National",2015-11-14,1.65072267884359,0.7,"ili perc","quantile"
"US National",2015-11-14,1.72606339981604,0.75,"ili perc","quantile"
"US National",2015-11-14,1.81946992857048,0.8,"ili perc","quantile"
"US National",2015-11-14,1.92283085489758,0.85,"ili perc","quantile"
"US National",2015-11-14,2.07842977816812,0.9,"ili perc","quantile"
"US National",2015-11-14,2.30315890736511,0.95,"ili perc","quantile"
"US National",2015-11-14,2.61240899321952,0.975,"ili perc","quantile"
"US National",2015-11-14,3.0425940834412,0.99,"ili perc","quantile"
