"location","origin_date","value","output_type_id","target","output_type"
"US National",2017-12-16,1.88053155246759,0.01,"ili perc","quantile"
"US National",2017-12-16,2.12091938383554,0.025,"ili perc","quantile"
"US National",2017-12-16,2.35303170053595,0.05,"ili perc","quantile"
"US National",2017-12-16,2.7567400553509,0.1,"ili perc","quantile"
"US National",2017-12-16,3.00297631769825,0.15,"ili perc","quantile"
"US National",2017-12-16,3.13533451074407,0.2,"ili perc","quantile"
"US National",2017-12-16,3.26771676956014,0.25,"ili perc","quantile"
"US National",2017-12-16,3.35698938495687,0.3,"ili perc","quantile"
"US National",2017-12-16,3.44045498340751,0.35,"ili perc","quantile"
"US National",2017-12-16,3.51119652917508,0.4,"ili perc","quantile"
"US National",2017-12-16,3.57907868294489,0.45,"ili perc","quantile"
"US National",2017-12-16,3.63085715808575,0.5,"ili perc","quantile"
"US National",2017-12-16,3.68676676857604,0.55,"ili perc","quantile"
"US National",2017-12-16,3.75173372177064,0.6,"ili perc","quantile"
"US National",2017-12-16,3.80273715555045,0.65,"ili perc","quantile"
"US National",2017-12-16,3.899758255491,0.7,"ili perc","quantile"
"US National",2017-12-16,4.06538611228762,0.75,"ili perc","quantile"
"US National",2017-12-16,4.2721488822862,0.8,"ili perc","quantile"
"US National",2017-12-16,4.46938885410635,0.85,"ili perc","quantile"
"US National",2017-12-16,4.69532591353119,0.9,"ili perc","quantile"
"US National",2017-12-16,4.98132415706683,0.95,"ili perc","quantile"
"US National",2017-12-16,5.15343994108827,0.975,"ili perc","quantile"
"US National",2017-12-16,5.30166398955337,0.99,"ili perc","quantile"
