"location","origin_date","value","output_type_id","target","output_type"
"US National",2018-01-20,4.16421161881773,0.01,"ili perc","quantile"
"US National",2018-01-20,4.88932880233222,0.025,"ili perc","quantile"
"US National",2018-01-20,5.12815195290695,0.05,"ili perc","quantile"
"US National",2018-01-20,5.5878027032109,0.1,"ili perc","quantile"
"US National",2018-01-20,5.88850938583039,0.15,"ili perc","quantile"
"US National",2018-01-20,6.06076960588629,0.2,"ili perc","quantile"
"US National",2018-01-20,6.19878865870732,0.25,"ili perc","quantile"
"US National",2018-01-20,6.3456513992928,0.3,"ili perc","quantile"
"US National",2018-01-20,6.42330780273647,0.35,"ili perc","quantile"
"US National",2018-01-20,6.51898204582374,0.4,"ili perc","quantile"
"US National",2018-01-20,6.6152804412214,0.45,"ili perc","quantile"
"US National",2018-01-20,6.69684632455819,0.5,"ili perc","quantile"
"US National",2018-01-20,6.79506110636118,0.55,"ili perc","quantile"
"US National",2018-01-20,6.90524712487864,0.6,"ili perc","quantile"
"US National",2018-01-20,7.04754798346629,0.65,"ili perc","quantile"
"US National",2018-01-20,7.24331198115082,0.7,"ili perc","quantile"
"US National",2018-01-20,7.43443194873513,0.75,"ili perc","quantile"
"US National",2018-01-20,7.59499889996008,0.8,"ili perc","quantile"
"US National",2018-01-20,7.87994623398957,0.85,"ili perc","quantile"
"US National",2018-01-20,8.29485556102161,0.9,"ili perc","quantile"
"US National",2018-01-20,8.91091800695615,0.95,"ili perc","quantile"
"US National",2018-01-20,9.67789897458364,0.975,"ili perc","quantile"
"US National",2018-01-20,11.2400143875725,0.99,"ili perc","quantile"
