"location","origin_date","value","output_type_id","target","output_type"
"US National",2017-04-22,0.839939648148276,0.01,"ili perc","quantile"
"US National",2017-04-22,0.962942016621075,0.025,"ili perc","quantile"
"US National",2017-04-22,1.10843573932245,0.05,"ili perc","quantile"
"US National",2017-04-22,1.24794634903584,0.1,"ili perc","quantile"
"US National",2017-04-22,1.33965199132976,0.15,"ili perc","quantile"
"US National",2017-04-22,1.43580415446503,0.2,"ili perc","quantile"
"US National",2017-04-22,1.49788193918623,0.25,"ili perc","quantile"
"US National",2017-04-22,1.5523314689363,0.3,"ili perc","quantile"
"US National",2017-04-22,1.58618468603458,0.35,"ili perc","quantile"
"US National",2017-04-22,1.61761528496131,0.4,"ili perc","quantile"
"US National",2017-04-22,1.64103549466824,0.45,"ili perc","quantile"
"US National",2017-04-22,1.67247551020055,0.5,"ili perc","quantile"
"US National",2017-04-22,1.716501752749,0.55,"ili perc","quantile"
"US National",2017-04-22,1.76422099132396,0.6,"ili perc","quantile"
"US National",2017-04-22,1.81807626790209,0.65,"ili perc","quantile"
"US National",2017-04-22,1.8696534623658,0.7,"ili perc","quantile"
"US National",2017-04-22,1.90576506988593,0.75,"ili perc","quantile"
"US National",2017-04-22,1.96434761957112,0.8,"ili perc","quantile"
"US National",2017-04-22,2.09821244266948,0.85,"ili perc","quantile"
"US National",2017-04-22,2.20822315698559,0.9,"ili perc","quantile"
"US National",2017-04-22,2.42998398179007,0.95,"ili perc","quantile"
"US National",2017-04-22,2.77809805655183,0.975,"ili perc","quantile"
"US National",2017-04-22,3.38558862840965,0.99,"ili perc","quantile"
