"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2020-03-28,4,2020-04-25,"1%",2.05077388879763,0.01,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"2.5%",2.2631355679222,0.025,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"5%",2.46060797996775,0.05,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"10%",2.87652560980847,0.1,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"15%",3.29227855537526,0.15,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"20%",3.44728422675365,0.2,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"25%",3.47903405606577,0.25,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"30%",3.59314077844404,0.3,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"35%",3.85962515977674,0.35,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"40%",3.98548586981858,0.4,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"45%",4.09532318567296,0.45,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"50%",4.26864163622057,0.5,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"55%",4.59630278797579,0.55,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"60%",4.81469521028901,0.6,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"65%",4.91600789402085,0.65,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"70%",5.08292427432229,0.7,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"75%",5.14945936130764,0.75,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"80%",5.43097868616007,0.8,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"85%",5.59107113833928,0.85,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"90%",6.16009960644742,0.9,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"95%",6.7539561473327,0.95,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"97.5%",7.17305538373756,0.975,"ili perc","quantile","2019/2020"
"US National",2020-03-28,4,2020-04-25,"99%",7.76197881589016,0.99,"ili perc","quantile","2019/2020"
