"location","origin_date","value","output_type_id","target","output_type"
"US National",2019-11-02,1.16907241630168,0.01,"ili perc","quantile"
"US National",2019-11-02,1.3364609243896,0.025,"ili perc","quantile"
"US National",2019-11-02,1.52008353298066,0.05,"ili perc","quantile"
"US National",2019-11-02,1.65217004843579,0.1,"ili perc","quantile"
"US National",2019-11-02,1.75661723047326,0.15,"ili perc","quantile"
"US National",2019-11-02,1.83292211818523,0.2,"ili perc","quantile"
"US National",2019-11-02,1.90094481116092,0.25,"ili perc","quantile"
"US National",2019-11-02,1.95136687210859,0.3,"ili perc","quantile"
"US National",2019-11-02,1.97933238198411,0.35,"ili perc","quantile"
"US National",2019-11-02,2.01557909591766,0.4,"ili perc","quantile"
"US National",2019-11-02,2.04787914588756,0.45,"ili perc","quantile"
"US National",2019-11-02,2.09483438408984,0.5,"ili perc","quantile"
"US National",2019-11-02,2.14021291442386,0.55,"ili perc","quantile"
"US National",2019-11-02,2.18412471409431,0.6,"ili perc","quantile"
"US National",2019-11-02,2.2322105492316,0.65,"ili perc","quantile"
"US National",2019-11-02,2.29119792867919,0.7,"ili perc","quantile"
"US National",2019-11-02,2.35564218495488,0.75,"ili perc","quantile"
"US National",2019-11-02,2.43533784576397,0.8,"ili perc","quantile"
"US National",2019-11-02,2.52481056864119,0.85,"ili perc","quantile"
"US National",2019-11-02,2.68173178537522,0.9,"ili perc","quantile"
"US National",2019-11-02,2.97024229407605,0.95,"ili perc","quantile"
"US National",2019-11-02,3.30989630896315,0.975,"ili perc","quantile"
"US National",2019-11-02,3.53776398110816,0.99,"ili perc","quantile"
