"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2018-10-27,4,2018-11-24,"1%",0.717565763095486,0.01,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"2.5%",0.761787240483795,0.025,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"5%",0.94011721453144,0.05,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"10%",1.09789014428528,0.1,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"15%",1.1784916024096,0.15,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"20%",1.2979515661888,0.2,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"25%",1.35933628117215,0.25,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"30%",1.41236365502777,0.3,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"35%",1.46427354562384,0.35,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"40%",1.53064631272857,0.4,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"45%",1.59493141839671,0.45,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"50%",1.64110815214928,0.5,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"55%",1.76914043332084,0.55,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"60%",1.81249784671579,0.6,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"65%",1.86849810649127,0.65,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"70%",1.9284559047198,0.7,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"75%",2.01030752637763,0.75,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"80%",2.0762052518996,0.8,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"85%",2.25849914895789,0.85,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"90%",2.37634008190738,0.9,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"95%",2.56911171024353,0.95,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"97.5%",2.79380752862407,0.975,"ili perc","quantile","2018/2019"
"US National",2018-10-27,4,2018-11-24,"99%",3.22922108793718,0.99,"ili perc","quantile","2018/2019"
