"location","origin_date","value","output_type_id","target","output_type"
"US National",2016-01-09,0.976161219629907,0.01,"ili perc","quantile"
"US National",2016-01-09,1.09194147225714,0.025,"ili perc","quantile"
"US National",2016-01-09,1.23187866394129,0.05,"ili perc","quantile"
"US National",2016-01-09,1.36383548851262,0.1,"ili perc","quantile"
"US National",2016-01-09,1.45484623721127,0.15,"ili perc","quantile"
"US National",2016-01-09,1.52369950487436,0.2,"ili perc","quantile"
"US National",2016-01-09,1.59519094346345,0.25,"ili perc","quantile"
"US National",2016-01-09,1.6368329018057,0.3,"ili perc","quantile"
"US National",2016-01-09,1.68541846391451,0.35,"ili perc","quantile"
"US National",2016-01-09,1.72289128639987,0.4,"ili perc","quantile"
"US National",2016-01-09,1.75756588034788,0.45,"ili perc","quantile"
"US National",2016-01-09,1.798477759124,0.5,"ili perc","quantile"
"US National",2016-01-09,1.84678088018069,0.55,"ili perc","quantile"
"US National",2016-01-09,1.88294191153095,0.6,"ili perc","quantile"
"US National",2016-01-09,1.91578120261268,0.65,"ili perc","quantile"
"US National",2016-01-09,1.96841796133587,0.7,"ili perc","quantile"
"US National",2016-01-09,2.02828138329232,0.75,"ili perc","quantile"
"US National",2016-01-09,2.0854244268315,0.8,"ili perc","quantile"
"US National",2016-01-09,2.21361388130158,0.85,"ili perc","quantile"
"US National",2016-01-09,2.38530817270075,0.9,"ili perc","quantile"
"US National",2016-01-09,2.59835396847175,0.95,"ili perc","quantile"
"US National",2016-01-09,3.00861272457443,0.975,"ili perc","quantile"
"US National",2016-01-09,3.43609236344653,0.99,"ili perc","quantile"
