"location","origin_date","value","output_type_id","target","output_type"
"US National",2018-01-27,5.09856385748078,0.01,"ili perc","quantile"
"US National",2018-01-27,5.22961992879986,0.025,"ili perc","quantile"
"US National",2018-01-27,5.59567646815133,0.05,"ili perc","quantile"
"US National",2018-01-27,5.97832600162875,0.1,"ili perc","quantile"
"US National",2018-01-27,6.29346718743191,0.15,"ili perc","quantile"
"US National",2018-01-27,6.5307433693275,0.2,"ili perc","quantile"
"US National",2018-01-27,6.72813134656194,0.25,"ili perc","quantile"
"US National",2018-01-27,6.8956338957804,0.3,"ili perc","quantile"
"US National",2018-01-27,6.96152500683503,0.35,"ili perc","quantile"
"US National",2018-01-27,7.06286329834157,0.4,"ili perc","quantile"
"US National",2018-01-27,7.19165013358977,0.45,"ili perc","quantile"
"US National",2018-01-27,7.25360599112138,0.5,"ili perc","quantile"
"US National",2018-01-27,7.32878933571985,0.55,"ili perc","quantile"
"US National",2018-01-27,7.44468957637317,0.6,"ili perc","quantile"
"US National",2018-01-27,7.57522143714386,0.65,"ili perc","quantile"
"US National",2018-01-27,7.6762641425148,0.7,"ili perc","quantile"
"US National",2018-01-27,7.86518203622806,0.75,"ili perc","quantile"
"US National",2018-01-27,8.03893766874588,0.8,"ili perc","quantile"
"US National",2018-01-27,8.32558386836368,0.85,"ili perc","quantile"
"US National",2018-01-27,8.69350098500216,0.9,"ili perc","quantile"
"US National",2018-01-27,9.36447453963682,0.95,"ili perc","quantile"
"US National",2018-01-27,9.9890990705016,0.975,"ili perc","quantile"
"US National",2018-01-27,10.6066216486487,0.99,"ili perc","quantile"
