"location","origin_date","value","output_type_id","target","output_type"
"US National",2016-11-05,0.864920420768471,0.01,"ili perc","quantile"
"US National",2016-11-05,0.934926574122207,0.025,"ili perc","quantile"
"US National",2016-11-05,1.0479070526969,0.05,"ili perc","quantile"
"US National",2016-11-05,1.16512307045643,0.1,"ili perc","quantile"
"US National",2016-11-05,1.25785655787696,0.15,"ili perc","quantile"
"US National",2016-11-05,1.32203285877592,0.2,"ili perc","quantile"
"US National",2016-11-05,1.3630518149044,0.25,"ili perc","quantile"
"US National",2016-11-05,1.39715904727132,0.3,"ili perc","quantile"
"US National",2016-11-05,1.44161701168161,0.35,"ili perc","quantile"
"US National",2016-11-05,1.47228979770277,0.4,"ili perc","quantile"
"US National",2016-11-05,1.50271970126916,0.45,"ili perc","quantile"
"US National",2016-11-05,1.5428980625793,0.5,"ili perc","quantile"
"US National",2016-11-05,1.57841811575902,0.55,"ili perc","quantile"
"US National",2016-11-05,1.6080087326963,0.6,"ili perc","quantile"
"US National",2016-11-05,1.65434898914167,0.65,"ili perc","quantile"
"US National",2016-11-05,1.71186087670898,0.7,"ili perc","quantile"
"US National",2016-11-05,1.7713140522643,0.75,"ili perc","quantile"
"US National",2016-11-05,1.8499284523449,0.8,"ili perc","quantile"
"US National",2016-11-05,1.94469581164758,0.85,"ili perc","quantile"
"US National",2016-11-05,2.13199695390866,0.9,"ili perc","quantile"
"US National",2016-11-05,2.33999772740941,0.95,"ili perc","quantile"
"US National",2016-11-05,2.45022085262347,0.975,"ili perc","quantile"
"US National",2016-11-05,2.62246158508721,0.99,"ili perc","quantile"
