"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-04-16,4,2016-05-14,"1%",0.896346859971131,0.01,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"2.5%",0.978596555005202,0.025,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"5%",1.04322677078057,0.05,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"10%",1.29307380788455,0.1,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"15%",1.48773966779375,0.15,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"20%",1.58292872030188,0.2,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"25%",1.62332829071315,0.25,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"30%",1.71663947362364,0.3,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"35%",1.81292804916115,0.35,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"40%",1.88005579180694,0.4,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"45%",1.98326545112674,0.45,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"50%",2.05635773350464,0.5,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"55%",2.09937403380045,0.55,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"60%",2.20948404039802,0.6,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"65%",2.2680666688605,0.65,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"70%",2.36754687863877,0.7,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"75%",2.54269444293519,0.75,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"80%",2.66456076123583,0.8,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"85%",2.94330297217551,0.85,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"90%",3.19327325470161,0.9,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"95%",3.31016309905095,0.95,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"97.5%",3.57226606359091,0.975,"ili perc","quantile","2015/2016"
"US National",2016-04-16,4,2016-05-14,"99%",3.78247550445789,0.99,"ili perc","quantile","2015/2016"
