"location","origin_date","value","output_type_id","target","output_type"
"US National",2020-02-01,4.4643423226863,0.01,"ili perc","quantile"
"US National",2020-02-01,4.89790615822395,0.025,"ili perc","quantile"
"US National",2020-02-01,5.22016474326748,0.05,"ili perc","quantile"
"US National",2020-02-01,5.66186045431168,0.1,"ili perc","quantile"
"US National",2020-02-01,5.98190330204122,0.15,"ili perc","quantile"
"US National",2020-02-01,6.18327813414449,0.2,"ili perc","quantile"
"US National",2020-02-01,6.316484237234,0.25,"ili perc","quantile"
"US National",2020-02-01,6.45667371486363,0.3,"ili perc","quantile"
"US National",2020-02-01,6.55869794836896,0.35,"ili perc","quantile"
"US National",2020-02-01,6.663574414459,0.4,"ili perc","quantile"
"US National",2020-02-01,6.75662449719917,0.45,"ili perc","quantile"
"US National",2020-02-01,6.8352473012256,0.5,"ili perc","quantile"
"US National",2020-02-01,6.9723672338359,0.55,"ili perc","quantile"
"US National",2020-02-01,7.1040605730153,0.6,"ili perc","quantile"
"US National",2020-02-01,7.2155643258318,0.65,"ili perc","quantile"
"US National",2020-02-01,7.36120798620116,0.7,"ili perc","quantile"
"US National",2020-02-01,7.52781103372382,0.75,"ili perc","quantile"
"US National",2020-02-01,7.80326362879264,0.8,"ili perc","quantile"
"US National",2020-02-01,8.02819364573532,0.85,"ili perc","quantile"
"US National",2020-02-01,8.3573890325316,0.9,"ili perc","quantile"
"US National",2020-02-01,8.84839654252467,0.95,"ili perc","quantile"
"US National",2020-02-01,9.29274938369223,0.975,"ili perc","quantile"
"US National",2020-02-01,10.6199743437249,0.99,"ili perc","quantile"
