"location","origin_date","value","output_type_id","target","output_type"
"US National",2019-12-14,2.83640795254965,0.01,"ili perc","quantile"
"US National",2019-12-14,2.97941096482116,0.025,"ili perc","quantile"
"US National",2019-12-14,3.12565878638092,0.05,"ili perc","quantile"
"US National",2019-12-14,3.39212301423136,0.1,"ili perc","quantile"
"US National",2019-12-14,3.61579171982449,0.15,"ili perc","quantile"
"US National",2019-12-14,3.77624770051606,0.2,"ili perc","quantile"
"US National",2019-12-14,3.85160793760172,0.25,"ili perc","quantile"
"US National",2019-12-14,3.93034233307549,0.3,"ili perc","quantile"
"US National",2019-12-14,4.00498879488098,0.35,"ili perc","quantile"
"US National",2019-12-14,4.07235801545582,0.4,"ili perc","quantile"
"US National",2019-12-14,4.14586474833244,0.45,"ili perc","quantile"
"US National",2019-12-14,4.19814232871811,0.5,"ili perc","quantile"
"US National",2019-12-14,4.30066135126331,0.55,"ili perc","quantile"
"US National",2019-12-14,4.36805007324869,0.6,"ili perc","quantile"
"US National",2019-12-14,4.47199954493749,0.65,"ili perc","quantile"
"US National",2019-12-14,4.54881298612553,0.7,"ili perc","quantile"
"US National",2019-12-14,4.67858022307855,0.75,"ili perc","quantile"
"US National",2019-12-14,4.89753170740305,0.8,"ili perc","quantile"
"US National",2019-12-14,5.07521161588824,0.85,"ili perc","quantile"
"US National",2019-12-14,5.37046570744076,0.9,"ili perc","quantile"
"US National",2019-12-14,5.89068091296437,0.95,"ili perc","quantile"
"US National",2019-12-14,6.54380314980883,0.975,"ili perc","quantile"
"US National",2019-12-14,7.40833833128932,0.99,"ili perc","quantile"
