"location","origin_date","value","output_type_id","target","output_type"
"US National",2016-12-24,1.51974566328224,0.01,"ili perc","quantile"
"US National",2016-12-24,1.78445957576916,0.025,"ili perc","quantile"
"US National",2016-12-24,1.96865675907072,0.05,"ili perc","quantile"
"US National",2016-12-24,2.27165031027616,0.1,"ili perc","quantile"
"US National",2016-12-24,2.40509662374803,0.15,"ili perc","quantile"
"US National",2016-12-24,2.53641767023941,0.2,"ili perc","quantile"
"US National",2016-12-24,2.64273165568611,0.25,"ili perc","quantile"
"US National",2016-12-24,2.72034273165615,0.3,"ili perc","quantile"
"US National",2016-12-24,2.77076638646368,0.35,"ili perc","quantile"
"US National",2016-12-24,2.83800134375805,0.4,"ili perc","quantile"
"US National",2016-12-24,2.90341803824018,0.45,"ili perc","quantile"
"US National",2016-12-24,2.95185040519049,0.5,"ili perc","quantile"
"US National",2016-12-24,3.00440576952849,0.55,"ili perc","quantile"
"US National",2016-12-24,3.05177414781303,0.6,"ili perc","quantile"
"US National",2016-12-24,3.10816383619118,0.65,"ili perc","quantile"
"US National",2016-12-24,3.18675148931352,0.7,"ili perc","quantile"
"US National",2016-12-24,3.28989937975205,0.75,"ili perc","quantile"
"US National",2016-12-24,3.42983040222723,0.8,"ili perc","quantile"
"US National",2016-12-24,3.54721659655676,0.85,"ili perc","quantile"
"US National",2016-12-24,3.74610659852557,0.9,"ili perc","quantile"
"US National",2016-12-24,4.24256603345998,0.95,"ili perc","quantile"
"US National",2016-12-24,4.71297399219679,0.975,"ili perc","quantile"
"US National",2016-12-24,5.75507759751439,0.99,"ili perc","quantile"
