"location","origin_date","value","output_type_id","target","output_type"
"US National",2018-02-10,4.68259416381493,0.01,"ili perc","quantile"
"US National",2018-02-10,5.34474822416139,0.025,"ili perc","quantile"
"US National",2018-02-10,5.58937676982754,0.05,"ili perc","quantile"
"US National",2018-02-10,6.03164438245191,0.1,"ili perc","quantile"
"US National",2018-02-10,6.34827850790891,0.15,"ili perc","quantile"
"US National",2018-02-10,6.61493718973034,0.2,"ili perc","quantile"
"US National",2018-02-10,6.72170814482463,0.25,"ili perc","quantile"
"US National",2018-02-10,6.84982776814879,0.3,"ili perc","quantile"
"US National",2018-02-10,6.97783603732683,0.35,"ili perc","quantile"
"US National",2018-02-10,7.0947740148662,0.4,"ili perc","quantile"
"US National",2018-02-10,7.26741825705569,0.45,"ili perc","quantile"
"US National",2018-02-10,7.39044853475137,0.5,"ili perc","quantile"
"US National",2018-02-10,7.52853433178169,0.55,"ili perc","quantile"
"US National",2018-02-10,7.66688693395093,0.6,"ili perc","quantile"
"US National",2018-02-10,7.81042067823815,0.65,"ili perc","quantile"
"US National",2018-02-10,7.96549821694966,0.7,"ili perc","quantile"
"US National",2018-02-10,8.13613069408521,0.75,"ili perc","quantile"
"US National",2018-02-10,8.41727960963539,0.8,"ili perc","quantile"
"US National",2018-02-10,8.7285133448722,0.85,"ili perc","quantile"
"US National",2018-02-10,9.02438349354841,0.9,"ili perc","quantile"
"US National",2018-02-10,9.80150925124542,0.95,"ili perc","quantile"
"US National",2018-02-10,10.5984991710356,0.975,"ili perc","quantile"
"US National",2018-02-10,10.8604687966878,0.99,"ili perc","quantile"
