"location","origin_date","value","output_type_id","target","output_type"
"US National",2018-11-03,1.09119242818294,0.01,"ili perc","quantile"
"US National",2018-11-03,1.22101261558008,0.025,"ili perc","quantile"
"US National",2018-11-03,1.3258415383215,0.05,"ili perc","quantile"
"US National",2018-11-03,1.43432125428793,0.1,"ili perc","quantile"
"US National",2018-11-03,1.52482129543005,0.15,"ili perc","quantile"
"US National",2018-11-03,1.61139399384768,0.2,"ili perc","quantile"
"US National",2018-11-03,1.6623879556196,0.25,"ili perc","quantile"
"US National",2018-11-03,1.71779627145781,0.3,"ili perc","quantile"
"US National",2018-11-03,1.7733427743274,0.35,"ili perc","quantile"
"US National",2018-11-03,1.82573540640034,0.4,"ili perc","quantile"
"US National",2018-11-03,1.86092806006617,0.45,"ili perc","quantile"
"US National",2018-11-03,1.90643256646373,0.5,"ili perc","quantile"
"US National",2018-11-03,1.95014779548917,0.55,"ili perc","quantile"
"US National",2018-11-03,1.98786605065615,0.6,"ili perc","quantile"
"US National",2018-11-03,2.02712620459321,0.65,"ili perc","quantile"
"US National",2018-11-03,2.06989515429083,0.7,"ili perc","quantile"
"US National",2018-11-03,2.12851557349413,0.75,"ili perc","quantile"
"US National",2018-11-03,2.20887267422217,0.8,"ili perc","quantile"
"US National",2018-11-03,2.30281276910959,0.85,"ili perc","quantile"
"US National",2018-11-03,2.47333476097765,0.9,"ili perc","quantile"
"US National",2018-11-03,2.68967656050126,0.95,"ili perc","quantile"
"US National",2018-11-03,2.9007927798669,0.975,"ili perc","quantile"
"US National",2018-11-03,3.21242572229367,0.99,"ili perc","quantile"
