"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-02-04,4,2017-03-04,"1%",2.62407211755864,0.01,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"2.5%",2.94106739867654,0.025,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"5%",3.10676012686192,0.05,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"10%",3.23087948657309,0.1,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"15%",3.41425220977162,0.15,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"20%",3.64254551221037,0.2,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"25%",3.83723284671711,0.25,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"30%",4.0855331733995,0.3,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"35%",4.16864793176792,0.35,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"40%",4.32973893933183,0.4,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"45%",4.52948257441312,0.45,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"50%",4.60202886770294,0.5,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"55%",4.64744890210172,0.55,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"60%",4.80187867985228,0.6,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"65%",4.9941086349251,0.65,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"70%",5.24634678471093,0.7,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"75%",5.37684929430375,0.75,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"80%",5.75935068235789,0.8,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"85%",6.02433336452118,0.85,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"90%",6.65988932244603,0.9,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"95%",7.09424164760009,0.95,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"97.5%",7.20133564210339,0.975,"ili perc","quantile","2016/2017"
"US National",2017-02-04,4,2017-03-04,"99%",8.10403558117901,0.99,"ili perc","quantile","2016/2017"
