"location","origin_date","value","output_type_id","target","output_type"
"US National",2016-11-19,0.873854412709123,0.01,"ili perc","quantile"
"US National",2016-11-19,0.942503750448121,0.025,"ili perc","quantile"
"US National",2016-11-19,1.06040860556839,0.05,"ili perc","quantile"
"US National",2016-11-19,1.23083323077482,0.1,"ili perc","quantile"
"US National",2016-11-19,1.31036176410606,0.15,"ili perc","quantile"
"US National",2016-11-19,1.3799148284428,0.2,"ili perc","quantile"
"US National",2016-11-19,1.45919337444043,0.25,"ili perc","quantile"
"US National",2016-11-19,1.50084155551154,0.3,"ili perc","quantile"
"US National",2016-11-19,1.54021648957753,0.35,"ili perc","quantile"
"US National",2016-11-19,1.57581892442762,0.4,"ili perc","quantile"
"US National",2016-11-19,1.59632114685065,0.45,"ili perc","quantile"
"US National",2016-11-19,1.62609791673808,0.5,"ili perc","quantile"
"US National",2016-11-19,1.67098685771244,0.55,"ili perc","quantile"
"US National",2016-11-19,1.70399563646753,0.6,"ili perc","quantile"
"US National",2016-11-19,1.73704176242577,0.65,"ili perc","quantile"
"US National",2016-11-19,1.76970343272998,0.7,"ili perc","quantile"
"US National",2016-11-19,1.82621422788671,0.75,"ili perc","quantile"
"US National",2016-11-19,1.89432376955723,0.8,"ili perc","quantile"
"US National",2016-11-19,1.99185097916334,0.85,"ili perc","quantile"
"US National",2016-11-19,2.15450690005359,0.9,"ili perc","quantile"
"US National",2016-11-19,2.37628733371784,0.95,"ili perc","quantile"
"US National",2016-11-19,2.66035318184037,0.975,"ili perc","quantile"
"US National",2016-11-19,2.86424477030644,0.99,"ili perc","quantile"
