"location","origin_date","value","output_type_id","target","output_type"
"US National",2017-11-11,1.12492157153374,0.01,"ili perc","quantile"
"US National",2017-11-11,1.2954348527778,0.025,"ili perc","quantile"
"US National",2017-11-11,1.44864017896753,0.05,"ili perc","quantile"
"US National",2017-11-11,1.54698463603171,0.1,"ili perc","quantile"
"US National",2017-11-11,1.60506372779336,0.15,"ili perc","quantile"
"US National",2017-11-11,1.67265438329395,0.2,"ili perc","quantile"
"US National",2017-11-11,1.71273435143143,0.25,"ili perc","quantile"
"US National",2017-11-11,1.75401185968889,0.3,"ili perc","quantile"
"US National",2017-11-11,1.80075227218024,0.35,"ili perc","quantile"
"US National",2017-11-11,1.8436312741635,0.4,"ili perc","quantile"
"US National",2017-11-11,1.88404876604118,0.45,"ili perc","quantile"
"US National",2017-11-11,1.92436069176677,0.5,"ili perc","quantile"
"US National",2017-11-11,1.96825595634834,0.55,"ili perc","quantile"
"US National",2017-11-11,2.0227333797807,0.6,"ili perc","quantile"
"US National",2017-11-11,2.07382716189459,0.65,"ili perc","quantile"
"US National",2017-11-11,2.12970223079217,0.7,"ili perc","quantile"
"US National",2017-11-11,2.19711262358124,0.75,"ili perc","quantile"
"US National",2017-11-11,2.30327753249482,0.8,"ili perc","quantile"
"US National",2017-11-11,2.38186325323607,0.85,"ili perc","quantile"
"US National",2017-11-11,2.53087903009734,0.9,"ili perc","quantile"
"US National",2017-11-11,2.78446834383264,0.95,"ili perc","quantile"
"US National",2017-11-11,2.85374158499174,0.975,"ili perc","quantile"
"US National",2017-11-11,3.09764883409546,0.99,"ili perc","quantile"
