"location","origin_date","value","output_type_id","target","output_type"
"US National",2016-12-03,0.729764120711874,0.01,"ili perc","quantile"
"US National",2016-12-03,1.01476060663497,0.025,"ili perc","quantile"
"US National",2016-12-03,1.15530750265355,0.05,"ili perc","quantile"
"US National",2016-12-03,1.29876240112344,0.1,"ili perc","quantile"
"US National",2016-12-03,1.40631139802218,0.15,"ili perc","quantile"
"US National",2016-12-03,1.47634442745521,0.2,"ili perc","quantile"
"US National",2016-12-03,1.52605748374431,0.25,"ili perc","quantile"
"US National",2016-12-03,1.56885906211614,0.3,"ili perc","quantile"
"US National",2016-12-03,1.60419317672239,0.35,"ili perc","quantile"
"US National",2016-12-03,1.63540300960384,0.4,"ili perc","quantile"
"US National",2016-12-03,1.68080359943383,0.45,"ili perc","quantile"
"US National",2016-12-03,1.71795199484087,0.5,"ili perc","quantile"
"US National",2016-12-03,1.75164682503502,0.55,"ili perc","quantile"
"US National",2016-12-03,1.7928162816477,0.6,"ili perc","quantile"
"US National",2016-12-03,1.83492515056678,0.65,"ili perc","quantile"
"US National",2016-12-03,1.89300019200991,0.7,"ili perc","quantile"
"US National",2016-12-03,1.94652592398717,0.75,"ili perc","quantile"
"US National",2016-12-03,2.00494520442173,0.8,"ili perc","quantile"
"US National",2016-12-03,2.05125919417703,0.85,"ili perc","quantile"
"US National",2016-12-03,2.19219831915522,0.9,"ili perc","quantile"
"US National",2016-12-03,2.557345330774,0.95,"ili perc","quantile"
"US National",2016-12-03,2.73669686181328,0.975,"ili perc","quantile"
"US National",2016-12-03,3.36448518170434,0.99,"ili perc","quantile"
