"location","origin_date","value","output_type_id","target","output_type"
"US National",2020-03-07,2.88488964405276,0.01,"ili perc","quantile"
"US National",2020-03-07,3.77012699949755,0.025,"ili perc","quantile"
"US National",2020-03-07,3.95334682900343,0.05,"ili perc","quantile"
"US National",2020-03-07,4.40726237278778,0.1,"ili perc","quantile"
"US National",2020-03-07,4.6547931910211,0.15,"ili perc","quantile"
"US National",2020-03-07,4.79551824068051,0.2,"ili perc","quantile"
"US National",2020-03-07,4.91504729782964,0.25,"ili perc","quantile"
"US National",2020-03-07,5.06079666797035,0.3,"ili perc","quantile"
"US National",2020-03-07,5.14774868540393,0.35,"ili perc","quantile"
"US National",2020-03-07,5.23866959645192,0.4,"ili perc","quantile"
"US National",2020-03-07,5.33346036867016,0.45,"ili perc","quantile"
"US National",2020-03-07,5.45110910640537,0.5,"ili perc","quantile"
"US National",2020-03-07,5.57741424978942,0.55,"ili perc","quantile"
"US National",2020-03-07,5.67976610122371,0.6,"ili perc","quantile"
"US National",2020-03-07,5.76721234697996,0.65,"ili perc","quantile"
"US National",2020-03-07,5.8783475334015,0.7,"ili perc","quantile"
"US National",2020-03-07,6.07363951843727,0.75,"ili perc","quantile"
"US National",2020-03-07,6.27899406660673,0.8,"ili perc","quantile"
"US National",2020-03-07,6.44808842412644,0.85,"ili perc","quantile"
"US National",2020-03-07,6.70987881909272,0.9,"ili perc","quantile"
"US National",2020-03-07,7.35523231735572,0.95,"ili perc","quantile"
"US National",2020-03-07,8.47196890740216,0.975,"ili perc","quantile"
"US National",2020-03-07,9.21685234600158,0.99,"ili perc","quantile"
