"location","origin_date","value","output_type_id","target","output_type"
"US National",2017-03-11,2.32953368138564,0.01,"ili perc","quantile"
"US National",2017-03-11,2.58233275078803,0.025,"ili perc","quantile"
"US National",2017-03-11,2.72932248669177,0.05,"ili perc","quantile"
"US National",2017-03-11,2.91453668734875,0.1,"ili perc","quantile"
"US National",2017-03-11,3.12027885597637,0.15,"ili perc","quantile"
"US National",2017-03-11,3.25951121017747,0.2,"ili perc","quantile"
"US National",2017-03-11,3.33109549447163,0.25,"ili perc","quantile"
"US National",2017-03-11,3.3765157309558,0.3,"ili perc","quantile"
"US National",2017-03-11,3.43797183448082,0.35,"ili perc","quantile"
"US National",2017-03-11,3.49603682587639,0.4,"ili perc","quantile"
"US National",2017-03-11,3.54277091128638,0.45,"ili perc","quantile"
"US National",2017-03-11,3.6071800742605,0.5,"ili perc","quantile"
"US National",2017-03-11,3.66218882988424,0.55,"ili perc","quantile"
"US National",2017-03-11,3.75505742968451,0.6,"ili perc","quantile"
"US National",2017-03-11,3.8342839024367,0.65,"ili perc","quantile"
"US National",2017-03-11,3.95376577666056,0.7,"ili perc","quantile"
"US National",2017-03-11,4.08380830885866,0.75,"ili perc","quantile"
"US National",2017-03-11,4.20619841974116,0.8,"ili perc","quantile"
"US National",2017-03-11,4.32197590329971,0.85,"ili perc","quantile"
"US National",2017-03-11,4.55995868200787,0.9,"ili perc","quantile"
"US National",2017-03-11,5.01633095217822,0.95,"ili perc","quantile"
"US National",2017-03-11,5.45520080211524,0.975,"ili perc","quantile"
"US National",2017-03-11,5.5538279311183,0.99,"ili perc","quantile"
