"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2019-01-26,4,2019-02-23,"1%",2.45569650597558,0.01,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"2.5%",2.4886688607836,0.025,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"5%",2.60613068325643,0.05,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"10%",3.03019682691386,0.1,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"15%",3.25405103150971,0.15,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"20%",3.43293220232722,0.2,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"25%",3.55541646279784,0.25,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"30%",3.66343065662611,0.3,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"35%",3.70942399716095,0.35,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"40%",3.79883237441114,0.4,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"45%",3.96695771026946,0.45,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"50%",4.1840237061589,0.5,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"55%",4.23003934674484,0.55,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"60%",4.42691806034027,0.6,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"65%",4.54466083970694,0.65,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"70%",4.66817840110824,0.7,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"75%",4.80022506954256,0.75,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"80%",5.12031580733998,0.8,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"85%",5.28632960274233,0.85,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"90%",5.4822673073446,0.9,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"95%",5.87171038934009,0.95,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"97.5%",6.45584840604513,0.975,"ili perc","quantile","2018/2019"
"US National",2019-01-26,4,2019-02-23,"99%",7.34315294435844,0.99,"ili perc","quantile","2018/2019"
