"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-04-08,4,2017-05-06,"1%",1.2446486919855,0.01,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"2.5%",1.2740338218584,0.025,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"5%",1.33295208688632,0.05,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"10%",1.71759899944079,0.1,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"15%",1.81733335659896,0.15,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"20%",1.89610999965196,0.2,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"25%",1.95664671622939,0.25,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"30%",2.03558381029567,0.3,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"35%",2.07112173034385,0.35,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"40%",2.21486813904031,0.4,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"45%",2.3142511436909,0.45,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"50%",2.36329125232202,0.5,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"55%",2.40930718011276,0.55,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"60%",2.50671565543057,0.6,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"65%",2.62101186607298,0.65,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"70%",2.72184769408682,0.7,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"75%",2.74792947116474,0.75,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"80%",2.96401624527201,0.8,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"85%",3.14381869095941,0.85,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"90%",3.27529268351068,0.9,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"95%",3.71718985615205,0.95,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"97.5%",4.05385671343544,0.975,"ili perc","quantile","2016/2017"
"US National",2017-04-08,4,2017-05-06,"99%",4.39128902289005,0.99,"ili perc","quantile","2016/2017"
