"location","origin_date","value","output_type_id","target","output_type"
"US National",2019-04-13,1.30431010286649,0.01,"ili perc","quantile"
"US National",2019-04-13,1.50401069636907,0.025,"ili perc","quantile"
"US National",2019-04-13,1.6446443851558,0.05,"ili perc","quantile"
"US National",2019-04-13,1.75704616153802,0.1,"ili perc","quantile"
"US National",2019-04-13,1.84842845239629,0.15,"ili perc","quantile"
"US National",2019-04-13,1.90369184774005,0.2,"ili perc","quantile"
"US National",2019-04-13,1.96224474968907,0.25,"ili perc","quantile"
"US National",2019-04-13,2.02298875055344,0.3,"ili perc","quantile"
"US National",2019-04-13,2.08072562024009,0.35,"ili perc","quantile"
"US National",2019-04-13,2.12675584292925,0.4,"ili perc","quantile"
"US National",2019-04-13,2.15069856416086,0.45,"ili perc","quantile"
"US National",2019-04-13,2.20111558675506,0.5,"ili perc","quantile"
"US National",2019-04-13,2.23957468528447,0.55,"ili perc","quantile"
"US National",2019-04-13,2.29731652719099,0.6,"ili perc","quantile"
"US National",2019-04-13,2.34277262044856,0.65,"ili perc","quantile"
"US National",2019-04-13,2.40041617669092,0.7,"ili perc","quantile"
"US National",2019-04-13,2.44980820720182,0.75,"ili perc","quantile"
"US National",2019-04-13,2.54428141040151,0.8,"ili perc","quantile"
"US National",2019-04-13,2.63515348617353,0.85,"ili perc","quantile"
"US National",2019-04-13,2.77074866315985,0.9,"ili perc","quantile"
"US National",2019-04-13,3.13957505829477,0.95,"ili perc","quantile"
"US National",2019-04-13,3.45402228421023,0.975,"ili perc","quantile"
"US National",2019-04-13,3.77235391441455,0.99,"ili perc","quantile"
