"location","origin_date","value","output_type_id","target","output_type"
"US National",2018-05-05,0.806288285882698,0.01,"ili perc","quantile"
"US National",2018-05-05,0.954643151188995,0.025,"ili perc","quantile"
"US National",2018-05-05,1.03898318697642,0.05,"ili perc","quantile"
"US National",2018-05-05,1.18258909482082,0.1,"ili perc","quantile"
"US National",2018-05-05,1.23155098884533,0.15,"ili perc","quantile"
"US National",2018-05-05,1.28268122058907,0.2,"ili perc","quantile"
"US National",2018-05-05,1.32088939128408,0.25,"ili perc","quantile"
"US National",2018-05-05,1.3624617878798,0.3,"ili perc","quantile"
"US National",2018-05-05,1.39555317637326,0.35,"ili perc","quantile"
"US National",2018-05-05,1.42621429527488,0.4,"ili perc","quantile"
"US National",2018-05-05,1.46020422722053,0.45,"ili perc","quantile"
"US National",2018-05-05,1.48285372829262,0.5,"ili perc","quantile"
"US National",2018-05-05,1.51494340193563,0.55,"ili perc","quantile"
"US National",2018-05-05,1.54935158171202,0.6,"ili perc","quantile"
"US National",2018-05-05,1.59591327197348,0.65,"ili perc","quantile"
"US National",2018-05-05,1.63900052773734,0.7,"ili perc","quantile"
"US National",2018-05-05,1.70462883435206,0.75,"ili perc","quantile"
"US National",2018-05-05,1.7644486279905,0.8,"ili perc","quantile"
"US National",2018-05-05,1.83277362986787,0.85,"ili perc","quantile"
"US National",2018-05-05,1.93247659024314,0.9,"ili perc","quantile"
"US National",2018-05-05,2.08747546640106,0.95,"ili perc","quantile"
"US National",2018-05-05,2.39746303532545,0.975,"ili perc","quantile"
"US National",2018-05-05,2.68744525398186,0.99,"ili perc","quantile"
